,gene_symbol,log2fold.CC_vs_HC,p.CC_vs_HC,p.adj.CC_vs_HC,CC_1,CC_2,CC_3,CC_4,CC_5,CC_6,CC_7,CC_8,CC_9,CC_10,CC_11,CC_12,CC_13,CC_14,HC_1,HC_2,HC_3,HC_4,HC_5,HC_6,HC_7,HC_8,HC_9,HC_10,HC_11,HC_12,HC_13,HC_14,mean
ENSG00000250565,ATP6V1E2,0.071669408,0.500211148,0.671782414,1580.49,721.51,1187.13,926.4,1250,878.34,1448.42,1125.82,1444.7,1210.34,1341.72,1080.62,871.07,845.94,1194.95,1286.39,1214.16,1563.18,1024.93,1124.32,1146.92,1257.22,1497.89,1890.81,1309.26,1013.24,1378.18,1268.6,1191.747143
ENSG00000184260,H2AC20,1.255882653,4.25E-06,0.000437058,650.29,203.52,259.65,171.12,250.85,246.93,291.84,225.74,386.06,226.32,274.89,266.19,238.17,270.56,301.93,234.19,413.3,352.67,226.25,352.6,379.22,401.91,301.99,293.67,234.56,174.63,242.27,246,384.797381
ENSG00000184281,TSSC4,0.329490463,0.006212377,0.036169252,0,3.34,2.8,0.74,2.13,0,2.31,0.96,0,0.82,0,1.58,0,0,1.16,1.1,1.36,0.68,0,0.8,1.16,0,0,0,1.53,2.03,1.89,0.9,0.945
ENSG00000250568,AC098591.3,0.565480677,0.101593507,0.237444531,583.85,818.26,580.02,809.13,652.64,660.41,805.45,733.65,703.54,685.53,746.31,627.46,564.68,708.94,675.86,871.88,748.01,880.31,704.34,786.14,625.49,581.65,704.3,779.73,928.29,726.26,821.06,789.17,658.4104762
ENSG00000184319,RPL23AP82,0.184658913,0.19896378,0.369996106,4.24,26.69,32.69,18.44,18.07,14.92,31.57,15.3,37.61,28.7,26.9,6.34,19.01,21.69,24.39,19.79,36.59,51.06,56.76,53.69,32.37,34.33,30.1,40.83,26.83,31.81,35.82,32.32,25.36047619
ENSG00000167114,SLC27A4,0.175791615,0.121138524,0.267509917,561.23,869.98,829.4,921.98,698.34,653.78,1060.33,818.78,735.62,947.94,853.93,584.68,849.82,849.36,719.99,952.15,803.57,959.28,781.09,859.87,713.36,1055.26,902.95,1095.38,1065.5,986.84,1114.23,1180.61,827.4419048
ENSG00000184349,EFNA5,-1.054784503,0.001247121,0.012926274,1.41,7.51,3.74,2.95,4.25,11.6,3.08,1.91,8.85,1.64,7.02,6.34,3.35,0,4.65,13.19,6.78,2.72,5.6,2.4,5.78,8.08,2.01,13.35,3.07,12.18,8.48,7.18,5.648095238
ENSG00000250569,NTAN1P2,0.135527694,0.563178955,0.72328135,104.61,136.79,141.04,143.83,247.66,290.02,226.39,175.04,183.63,130.38,97.09,150.53,139.77,142.7,156.77,199.01,174.81,156.59,126.32,179.51,122.55,112.09,176.58,199.45,161.74,144.17,145.17,123.9,165.9564286
ENSG00000078487,ZCWPW1,0.051961827,0.58939414,0.741992205,2.83,1.67,0,1.48,0,7.46,0.77,2.87,0,0.82,0,4.75,0,0,0,1.1,1.36,2.72,4,0,0,0,1,1.57,0.77,0.68,1.89,1.8,1.253571429
ENSG00000184368,MAP7D2,-2.582331734,0.003817617,0.02643851,0,1.67,0.93,2.21,2.13,1.66,0,0.96,4.42,3.28,1.17,0,1.12,1.14,0,1.1,1.36,1.36,2.4,2.4,2.31,1.01,1,2.36,2.3,3.38,0,2.69,1.625238095
ENSG00000184381,PLA2G6,0.072497674,0.633073836,0.775453632,145.61,56.72,114.88,134.24,110.54,212.95,112.42,146.35,150.44,142.68,108.79,156.86,76.04,99.32,109.16,75.86,55.56,110.29,135.11,142.64,128.33,74.73,90.29,102.86,125.71,116.42,86.73,130.18,119.8590476
ENSG00000184385,UMODL1-AS1,0.533544337,0.490975556,0.664180442,53.72,20.02,39.23,36.14,28.7,30.66,32.34,63.13,16.59,22.96,30.41,55.46,23.48,27.4,47.61,28.59,37.94,34.72,52.77,28.85,32.37,32.31,21.07,42.4,39.86,40.61,38.65,35.91,32.50880952
ENSG00000184389,A3GALT2,0.2686259,0.472555919,0.648498619,124.4,158.48,138.23,81.13,114.8,41.43,89.32,124.35,140.49,116.44,134.52,76.06,130.83,116.44,78.97,117.64,151.77,139.57,187.08,152.26,121.4,146.42,118.39,141.34,118.05,146.2,115.95,170.58,128.1128571
ENSG00000078589,P2RY10,-1.057777715,6.25E-05,0.002098315,22.62,14.18,20.55,12.54,14.88,28.17,6.16,18.17,11.06,18.86,11.7,30.11,19.01,12.56,11.61,18.69,10.84,12.94,11.19,16.83,11.56,13.13,16.05,11.78,9.97,25.04,19.8,16.16,16.47714286
ENSG00000184414,IRS3P,0.79292237,0.046359916,0.140087834,41,28.36,35.49,28.03,22.32,33.14,36.19,34.43,30.97,27.06,32.75,50.7,23.48,12.56,18.58,13.19,23.04,20.42,20.79,24.04,39.31,17.17,17.06,17.27,21.46,32.49,20.74,12.57,30.65261905
ENSG00000184432,COPB2,0.267433022,0.028082093,0.099616896,5.65,0.83,0.93,2.95,2.13,1.66,3.08,0,1.11,1.64,1.17,3.17,0,0,0,1.1,1.36,1.36,0,2.4,1.16,0,1,0,5.37,0.68,0,0.9,1.36452381
ENSG00000167118,URM1,0.164782192,0.085174692,0.211393528,50.89,31.7,9.34,19.91,64.84,9.94,30.8,8.61,16.59,7.38,18.72,26.94,12.3,46.81,24.39,24.19,27.1,4.77,10.39,24.84,8.09,4.04,17.06,31.41,19.16,24.37,7.54,5.39,22.59928571
ENSG00000184441,AP001062.1,0.023564181,0.917650845,0.959103006,5.65,5.84,3.74,3.69,2.13,0.83,1.54,0,2.21,3.28,3.51,0,4.47,2.28,2.32,1.1,2.71,5.45,4.8,0.8,3.47,11.11,1,3.93,5.37,6.77,1.89,9.88,3.975714286
ENSG00000184470,TXNRD2,0.224949124,0.090987294,0.220632025,0,0,0.93,1.48,0,0,3.85,0,0,0,0,1.58,0,0,3.48,2.2,0,0,0,0,1.16,0,0,0.79,0.77,0.68,1.89,0,1.092619048
ENSG00000184481,FOXO4,0.282531495,0.122508626,0.269514282,39.58,53.38,22.42,15.49,51.02,44.75,34.65,38.26,12.17,15.58,14.04,34.86,31.31,17.12,25.55,25.29,17.62,13.62,27.18,15.23,11.56,17.17,32.1,20.42,23.76,27.75,29.22,18.85,27.99761905
ENSG00000171310,CHST11,0.129398693,0.395443359,0.579871985,2.83,14.18,0.93,3.69,0,4.97,4.62,5.74,6.64,4.92,3.51,3.17,6.71,13.7,6.97,13.19,10.84,9.53,5.6,15.23,12.72,23.23,23.08,4.71,9.97,23.01,6.6,5.39,8.071666667
ENSG00000184489,PTP4A3,0.225116028,0.308385681,0.493565966,0,1.67,1.87,2.95,4.25,3.31,0,1.91,1.11,3.28,2.34,0,4.47,1.14,4.65,3.3,4.07,0,1.6,4.01,1.16,2.02,0,3.93,2.3,0.68,5.66,0.9,2.415
ENSG00000184497,TMEM255B,0.830108969,5.27E-05,0.001909351,0,1.67,1.87,1.48,2.13,0.83,0.77,2.87,3.32,0,1.17,3.17,3.35,1.14,4.65,1.1,4.07,2.04,1.6,4.01,1.16,4.04,0,1.57,2.3,2.71,1.89,0,2.110714286
ENSG00000184507,NUTM1,0.350944804,0.283201495,0.466547675,0,1.67,1.87,0,0,2.49,0.77,0,3.32,2.46,0,1.58,3.35,3.42,0,2.2,0,1.36,0,1.6,1.16,0,1,1.57,3.83,1.35,0.94,0.9,1.692857143
ENSG00000184508,HDDC3,0.011291834,0.922237659,0.961472119,4.24,1.67,3.74,1.48,3.19,1.66,3.08,0.96,2.21,2.46,1.17,4.75,3.35,1.14,0,0,2.71,1.36,0.8,0.8,1.16,3.03,3.01,0.79,0.77,0.68,0.94,2.69,2.202857143
ENSG00000078618,NRDC,0.520962598,0.001234695,0.012866446,29.69,32.53,27.09,16.96,29.76,22.37,7.7,7.65,26.55,25.42,16.38,20.6,100.64,61.65,23.23,18.69,35.23,27.23,16.79,30.45,39.31,45.44,53.17,30.62,16.86,64.98,11.31,23.34,42.86904762
ENSG00000100373,UPK3A,0.478529266,0.111115919,0.252145309,282.74,312.79,226.96,348.88,200.89,199.7,253.34,374,234.51,351.79,214.07,297.88,241.53,309.38,308.9,285.86,261.53,189.27,203.87,199.54,239.33,263.56,284.93,185.31,381.74,423.71,296,217.27,270.425
ENSG00000184557,SOCS3,1.574919001,1.57E-05,0.000964031,0,0,1.87,2.21,1.06,0.83,2.31,2.87,1.11,1.64,1.17,0,0,0,0,0,1.36,2.04,2.4,1.6,2.31,2.02,0,1.57,0,2.71,0.94,2.69,1.443333333
ENSG00000184584,STING1,0.250685053,0.039446674,0.125798949,4.24,3.34,10.27,5.16,4.25,4.14,11.55,5.74,3.32,5.74,8.19,3.17,2.24,5.71,4.65,3.3,5.42,3.4,8.79,5.61,11.56,6.06,9.03,11.78,13.03,14.89,9.43,31.42,7.578571429
ENSG00000078668,VDAC3,0.10727412,0.322890225,0.50862814,21.21,27.53,16.81,28.03,14.88,7.46,24.64,16.26,23.23,27.88,22.23,12.68,32.43,23.97,27.87,34.08,36.59,27.91,30.38,34.46,20.81,48.47,20.07,33.76,42.93,35.2,48.08,22.45,25.06452381
ENSG00000237758,BANF1P3,0.444213136,0.09825231,0.23271498,238.91,150.14,224.16,283.97,195.58,362.93,234.09,270.69,199.12,238.62,226.93,315.31,138.66,144.98,192.77,137.43,146.35,232.84,185.48,192.33,145.68,138.35,160.52,212.01,237.63,234.19,263,210.98,207.9166667
ENSG00000184602,SNN,0.45136546,0.008725143,0.045614868,1.41,0.83,1.87,5.16,4.25,0,1.54,4.78,4.42,3.28,0,9.51,3.35,3.42,0,0,1.36,1.36,2.4,3.21,4.62,2.02,2.01,0.79,5.37,2.71,0.94,2.69,2.796904762
ENSG00000184611,KCNH7,0.706746791,0.034046852,0.113387008,5.65,4.17,1.87,1.48,2.13,4.97,4.62,2.87,3.32,4.1,4.68,3.17,6.71,2.28,2.32,3.3,2.71,4.77,1.6,0.8,1.16,5.05,3.01,7.85,4.6,0.68,1.89,4.49,3.020714286
ENSG00000184616,SPDYE12P,0.070259741,0.766085798,0.866469411,2.83,0,0.93,2.95,4.25,1.66,0.77,1.91,0,1.64,1.17,9.51,1.12,0,0,1.1,2.71,0,1.6,2.4,0,2.02,0,0,0,1.35,0.94,4.49,1.518809524
ENSG00000184619,KRBA2,0.155155944,0.564898652,0.724567679,29.69,10.01,28.02,19.91,8.5,22.37,23.87,27.74,17.7,18.86,14.04,26.94,21.25,21.69,20.9,14.29,18.97,27.23,25.58,22.44,26.59,20.2,20.07,20.42,25.3,14.21,29.22,22.45,22.36833333
ENSG00000184634,MED12,0.092987255,0.579025596,0.734768537,4.24,5,1.87,5.9,5.31,7.46,9.24,2.87,1.11,1.64,1.17,3.17,3.35,5.71,5.81,12.09,9.49,3.4,3.2,4.81,0,8.08,0,8.64,6.13,3.38,5.66,6.28,4.530952381
ENSG00000184635,ZNF93,0.328227734,0.045804684,0.139046292,9.9,8.34,7.47,6.64,6.38,5.8,8.47,8.61,2.21,14.76,7.02,9.51,4.47,11.42,6.97,6.6,9.49,5.45,7.99,8.01,8.09,10.1,6.02,7.07,13.03,8.8,14.14,7.18,8.037142857
ENSG00000184661,CDCA2,0.546154057,0.0667557,0.179230266,1.41,20.02,11.21,10.33,7.44,3.31,10.01,7.65,2.21,3.28,4.68,7.92,4.47,3.42,11.61,10.99,6.78,12.94,4,7.21,9.25,24.24,42.14,5.5,9.97,4.74,5.66,16.16,9.108571429
ENSG00000167136,ENDOG,0.150108105,0.39304817,0.577673773,60.79,18.35,45.77,42.04,25.51,52.2,42.35,74.61,36.5,36.9,35.09,79.22,24.6,25.12,19.74,17.59,13.55,32,35.98,28.05,35.84,8.08,10.03,29.84,27.6,22.34,18.85,43.09,38.86190476
ENSG00000184678,H2BC21,1.050135608,8.79E-05,0.002603996,1.41,0.83,0,0,1.06,0.83,0.77,0.96,0,1.64,0,1.58,0,0,0,0,1.36,0.68,0,0.8,0,2.02,1,1.57,1.53,0.68,0,1.8,1.061904762
ENSG00000184702,SEPTIN5,0.618555649,0.03667308,0.119364962,0,1.67,1.87,1.48,0,0,2.31,0.96,1.11,2.46,1.17,1.58,0,0,0,5.5,0,1.36,0.8,0,5.78,3.03,2.01,2.36,4.6,4.06,0.94,8.08,1.738571429
ENSG00000184708,EIF4ENIF1,0.00188203,0.981131785,0.990705853,0,4.17,0.93,2.21,0,0.83,2.31,0,0,0,0,3.17,0,2.28,3.48,0,5.42,0,0.8,4.81,2.31,1.01,0,3.14,0.77,1.35,1.89,1.8,1.402619048
ENSG00000184730,APOBR,0.898168437,0.000503297,0.007313726,22.62,0,13.08,2.95,26.57,2.49,0,49.74,4.42,8.2,0,14.26,1.12,1.14,0,1.1,4.07,2.04,3.2,0.8,0,2.02,0,4.71,16.1,4.06,2.83,2.69,10.93642857
ENSG00000167173,C15orf39,0.39030723,0.0314343,0.107377745,0,1.67,2.8,0.74,4.25,5.8,3.08,0.96,1.11,4.1,3.51,1.58,1.12,0,2.32,5.5,2.71,4.08,1.6,2.4,0,5.05,5.02,4.71,2.3,3.38,2.83,1.8,3.300952381
ENSG00000184743,ATL3,0.048454758,0.702554246,0.823817715,0,0,0,0.74,0,0.83,0,1.91,2.21,0,1.17,0,1.12,1.14,0,1.1,2.71,0,1.6,0.8,1.16,3.03,3.01,0.79,2.3,2.03,1.89,2.69,1.105952381
ENSG00000184752,NDUFA12,0.183301536,0.174956336,0.341182848,14.14,6.67,4.67,2.95,4.25,8.29,1.54,4.78,2.21,5.74,5.85,15.84,3.35,11.42,6.97,4.4,2.71,3.4,6.4,3.21,11.56,19.19,19.06,3.93,2.3,3.38,1.89,0.9,7.45
ENSG00000184785,SMIM10,1.097748183,0.001597401,0.01515572,2.83,2.5,0,3.69,1.06,4.14,0,0.96,2.21,0.82,0,4.75,1.12,1.14,0,1.1,4.07,4.08,4,0.8,1.16,0,1,0.79,1.53,2.71,2.83,1.8,1.559285714
ENSG00000250608,AC010210.1,0.510532894,0.110448727,0.25131715,245.98,372.01,340.91,300.2,324.19,238.64,330.34,324.26,471.24,400.17,333.38,228.17,300.79,412.12,435.48,467.28,494.61,540.58,407.74,383.05,411.6,456.44,421.37,489.19,499.79,507.63,351.62,351.94,364.6354762
ENSG00000184792,OSBP2,0.603773294,0.112252355,0.253754178,4.24,5.84,8.41,5.9,8.5,10.77,6.16,9.57,12.17,10.66,17.55,9.51,2.24,5.71,6.97,2.2,10.84,6.13,4,4.81,6.94,8.08,6.02,7.07,8.43,10.83,3.77,9.88,7.705714286
ENSG00000184828,ZBTB7C,0.154142312,0.697806634,0.820288429,49.48,20.02,14.01,25.08,26.57,28.17,13.86,21.04,29.87,13.12,30.41,68.13,34.66,11.42,8.13,5.5,9.49,8.85,4.8,11.22,5.78,12.12,7.02,9.42,9.97,1.35,23.57,13.47,27.72619048
ENSG00000167182,SP2,0.180218181,0.230479685,0.406532041,4.24,7.51,7.47,11.8,6.38,7.46,3.08,5.74,6.64,4.92,8.19,3.17,8.95,5.71,5.81,4.4,1.36,6.81,4,7.21,4.62,2.02,2.01,3.14,5.37,9.48,4.71,6.28,6.590714286
ENSG00000184831,APOO,0.226182952,0.076650212,0.196442886,8.48,5.84,1.87,6.64,6.38,12.43,2.31,7.65,16.59,3.28,4.68,9.51,5.59,5.71,1.16,9.9,4.07,8.17,10.39,7.21,3.47,3.03,8.03,8.64,7.67,2.71,4.71,4.49,7.062142857
ENSG00000184838,PRR16,0.885086126,0.044430177,0.136207544,2.83,5.84,3.74,8.11,5.31,6.63,4.62,3.83,3.32,1.64,2.34,4.75,8.95,2.28,2.32,8.8,5.42,10.89,4.8,2.4,9.25,4.04,5.02,2.36,6.9,2.03,2.83,2.69,5.848095238
ENSG00000184840,TMED9,0.35735773,1.97E-06,0.000279417,0,0.83,0,0.74,3.19,0,0.77,2.87,2.21,3.28,1.17,0,0,1.14,1.16,0,0,2.04,0.8,0.8,1.16,0,1,0.79,0.77,1.35,0,3.59,1.065952381
ENSG00000184857,TMEM186,0.052881329,0.545353942,0.709021229,1.41,1.67,0.93,2.95,0,0,1.54,0,0,1.64,0,0,1.12,0,0,0,0,0,3.2,1.6,4.62,0,0,1.57,0.77,2.03,1.89,1.8,0.764761905
ENSG00000250614,AC005522.1,0.880280214,0.009306378,0.04743534,2410.32,1743.3,1012.47,846.01,2387.34,1570.23,577.52,912.52,1957.97,1266.1,1670.42,1486.25,2200.59,1832.29,2286.55,1475.5,1945.91,1606.07,1486.23,1509.78,2293.84,2080.22,1707.57,925.78,957.41,1256.9,771.1,1105.2,1843.401429
ENSG00000184897,H1-10,0.311386774,0.030541094,0.105372233,114.51,261.08,224.16,261.84,165.82,201.35,251.8,165.48,167.04,224.68,228.1,167.96,241.53,223.76,185.8,239.69,208.68,211.74,211.06,218.77,176.89,226.2,245.8,212.8,229.2,245.7,213.99,214.58,202.3640476
ENSG00000184900,SUMO3,0.183316079,0.030435555,0.105256221,11.31,9.18,11.21,11.8,11.69,16.57,20.79,18.17,2.21,5.74,10.53,12.68,17.89,9.13,10.45,2.2,1.36,8.85,22.39,9.62,4.62,6.06,3.01,7.07,7.67,16.24,5.66,14.36,11.14
ENSG00000250616,AC012645.1,0.003773711,0.98720767,0.993457716,50.89,33.36,41.1,22.87,52.08,20.72,3.85,45.91,25.44,17.22,14.04,19.01,21.25,39.96,10.45,58.27,20.33,109.61,69.55,16.03,16.19,53.52,37.12,22.77,33.73,39.26,27.34,4.49,35.67190476
ENSG00000184922,FMNL1,0.537857143,0.004278853,0.028330767,2.83,1.67,0.93,1.48,7.44,1.66,1.54,0.96,4.42,3.28,0,1.58,1.12,2.28,2.32,1.1,0,1.36,1.6,1.6,1.16,2.02,0,0.79,1.53,2.03,0.94,1.8,2.012619048
ENSG00000184923,NUTM2A,0.289260954,0.257232798,0.438465249,8.48,7.51,11.21,12.54,20.2,11.6,6.93,14.35,6.64,28.7,15.21,14.26,2.24,10.27,2.32,2.2,1.36,1.36,9.59,4.81,6.94,11.11,5.02,7.85,1.53,6.77,3.77,0.9,10.55214286
ENSG00000184924,PTRHD1,0.206725976,0.202832602,0.374444054,5.65,1.67,0.93,1.48,2.13,0.83,0,0,0,5.74,2.34,0,1.12,3.42,0,6.6,4.07,4.08,0,2.4,1.16,2.02,1,3.14,0.77,0.68,2.83,0.9,1.751904762
ENSG00000184925,LCN12,0.238723854,0.465892375,0.642054369,2.83,4.17,7.47,5.16,0,0.83,5.39,3.83,3.32,3.28,4.68,9.51,4.47,5.71,3.48,2.2,1.36,4.77,3.2,4.01,0,5.05,4.01,3.93,3.07,4.06,4.71,6.28,4.130238095
ENSG00000184967,NOC4L,0.266670614,0.057648,0.162103132,1.41,2.5,0.93,0.74,0,0,0.77,0.96,0,1.64,5.85,3.17,1.12,1.14,0,2.2,1.36,1.36,0,2.4,1.16,1.01,1,1.57,3.83,2.71,0.94,0,1.31452381
ENSG00000184983,NDUFA6,0.320401691,0.111634938,0.252826388,5.65,0.83,6.54,11.06,5.31,7.46,6.16,15.3,7.74,5.74,8.19,14.26,0,9.13,3.48,1.1,2.71,5.45,2.4,3.21,0,3.03,2.01,1.57,3.83,3.38,3.77,3.59,6.38547619
ENSG00000167191,GPRC5B,0.016001893,0.969575571,0.984594595,50.89,61.72,71.92,84.08,48.89,67.12,66.99,47.83,55.31,41.82,100.6,36.44,72.68,55.94,49.93,67.07,39.3,56.51,43.97,55.29,38.15,52.51,70.23,55.75,45.99,75.81,80.13,66.44,58.42261905
ENSG00000184988,TMEM106A,0.395923974,0.001758761,0.016164577,1.41,1.67,0.93,2.21,1.06,3.31,1.54,2.87,2.21,2.46,0,3.17,0,0,1.16,4.4,1.36,4.08,1.6,2.4,1.16,1.01,3.01,1.57,1.53,5.41,0,3.59,2.063333333
ENSG00000250644,AC068580.4,0.310709439,0.253959426,0.434633953,16.96,23.36,3.74,5.16,36.14,11.6,13.09,14.35,23.23,6.56,11.7,6.34,24.6,28.54,20.9,24.19,12.2,12.25,4.8,23.24,13.87,19.19,9.03,10.21,12.26,6.77,7.54,10.77,17.52285714
ENSG00000185000,DGAT1,0.492066777,0.000916028,0.010634445,4.24,2.5,1.87,0,1.06,1.66,0.77,5.74,3.32,4.1,7.02,11.09,1.12,4.57,4.65,2.2,9.49,2.04,2.4,4.01,5.78,5.05,7.02,9.42,2.3,2.03,4.71,2.69,4.357857143
ENSG00000185010,F8,0.188182965,0.368153479,0.554500115,1.41,0.83,8.41,4.43,2.13,8.29,6.16,6.7,3.32,5.74,2.34,0,3.35,0,1.16,1.1,0,4.08,7.2,1.6,0,2.02,0,1.57,5.37,4.06,6.6,7.18,3.418333333
ENSG00000185019,UBOX5,0.307211437,0.013956334,0.062225676,1.41,1.67,1.87,2.21,1.06,0.83,3.08,2.87,2.21,0.82,3.51,1.58,1.12,1.14,4.65,0,1.36,0.68,2.4,0,2.31,3.03,1,2.36,4.6,2.03,2.83,2.69,1.85547619
ENSG00000167193,CRK,0.294179885,0.032079906,0.108850959,0,0.83,0,0.74,2.13,0,0.77,1.91,1.11,0,0,0,1.12,4.57,0,3.3,1.36,0.68,4,1.6,2.31,1.01,1,1.57,0.77,3.38,0.94,4.49,1.207380952
ENSG00000185031,SLC2A3P2,0.070246796,0.82046956,0.900820224,2.83,5.84,1.87,2.21,3.19,4.14,11.55,3.83,3.32,0.82,5.85,6.34,6.71,4.57,6.97,5.5,4.07,2.04,7.2,19.23,8.09,11.11,19.06,7.07,4.6,14.89,0,1.8,6.248333333
ENSG00000185033,SEMA4B,0.447812656,0.010425985,0.051370665,0,0,0.93,0.74,0,0,0,0,0,4.92,1.17,1.58,1.12,0,0,0,0,0.68,1.6,2.4,1.16,1.01,2.01,1.57,3.07,0.68,0,0,0.848095238
ENSG00000001561,ENPP4,-1.102671004,0.000159513,0.003683406,16.96,12.51,16.81,30.98,32.95,6.63,30.8,11.48,8.85,20.5,3.51,3.17,14.54,39.96,33.68,7.7,14.91,25.19,36.78,6.41,10.41,15.15,18.06,15.7,26.06,25.04,9.43,21.55,24.13047619
ENSG00000006712,PAF1,0.313448316,0.025506729,0.09342403,0,0.83,11.21,5.16,2.13,5.8,4.62,2.87,7.74,9.02,5.85,4.75,4.47,6.85,2.32,2.2,2.71,2.04,4,6.41,4.62,3.03,4.01,3.14,2.3,12.86,2.83,8.08,6.03
ENSG00000078808,SDF4,0.154395069,0.05711072,0.161186446,0,4.17,3.74,4.43,5.31,0,2.31,1.91,1.11,7.38,1.17,1.58,2.24,2.28,2.32,2.2,5.42,6.81,4.8,4.01,3.47,6.06,5.02,6.28,1.53,4.06,2.83,8.98,3.427142857
ENSG00000185043,CIB1,0.154188894,0.278662906,0.462022581,81.99,39.2,52.3,43.52,49.96,53.03,54.67,56.43,26.55,54.12,25.73,79.22,40.25,31.97,24.39,28.59,20.33,16.34,38.38,28.85,47.4,18.18,21.07,27.48,24.53,23.01,23.57,26.93,42.19452381
ENSG00000171311,EXOSC1,0.19777858,0.024737248,0.09157173,87.65,102.6,70.98,83.35,71.22,107.72,68.53,74.61,49.78,57.4,90.07,58.63,83.86,93.61,45.29,74.76,73.17,66.04,49.57,73.73,42.78,67.66,104.34,49.47,63.62,69.04,59.39,49.38,73.38166667
ENSG00000185052,SLC24A3,0.130517009,0.610148187,0.757892682,154.09,73.4,62.58,90.72,96.73,103.58,107.03,97.56,77.43,108.24,52.64,118.84,98.4,53.66,51.1,52.77,89.44,55.83,70.35,57.7,83.24,37.36,46.15,66.74,70.52,75.13,74.47,78.11,87.77666667
ENSG00000185055,EFCAB10,0.273929857,0.213036466,0.386409734,185.19,162.65,280.2,244.88,228.53,261.84,219.46,304.17,143.81,180.4,219.92,209.15,163.26,194.07,200.9,178.12,199.2,140.93,167.09,158.67,243.95,170.66,111.36,141.34,238.4,176.66,180.05,261.26,204.0240476
ENSG00000185065,AC000068.1,0.52488985,0.037642615,0.121515116,1.41,0,0.93,0,0,0,0.77,0,2.21,1.64,2.34,0,0,1.14,1.16,1.1,0,0.68,1.6,2.4,0,3.03,0,0.79,0.77,0.68,0.94,0,1.017142857
ENSG00000185085,INTS5,0.162155014,0.16283644,0.325546628,16.96,0.83,6.54,1.48,3.19,1.66,1.54,5.74,11.06,1.64,4.68,12.68,1.12,0,2.32,2.2,1.36,1.36,1.6,8.01,5.78,2.02,5.02,1.57,3.07,1.35,0,8.98,6.99952381
ENSG00000078814,MYH7B,0.037284402,0.832886718,0.908137665,1.41,2.5,2.8,2.21,0,0,2.31,1.91,2.21,4.92,1.17,1.58,0,3.42,1.16,2.2,0,1.36,0.8,4.01,0,4.04,1,3.14,2.3,2.03,4.71,1.8,2.228809524
ENSG00000237765,FAM200B,0.446630478,0.016863389,0.070870819,728.04,317.8,398.82,672.67,476.19,704.33,290.3,594.95,310.84,765.07,297.12,689.25,593.76,607.34,269.42,240.79,250.69,187.23,252.64,249.23,194.24,242.36,286.94,208.08,298.19,285.63,241.32,194.82,518.2980952
ENSG00000185100,ADSS1,0.095072176,0.565816514,0.725384148,1.41,0.83,1.87,0,0,1.66,0.77,0.96,4.42,1.64,2.34,1.58,2.24,3.42,1.16,0,1.36,3.4,1.6,4.01,1.16,1.01,1,3.14,2.3,4.74,0.94,1.8,1.791666667
ENSG00000185122,HSF1,0.329118799,0.002584564,0.020520004,5.65,6.67,2.8,8.85,6.38,0.83,8.47,1.91,15.49,5.74,7.02,6.34,16.77,5.71,6.97,15.39,12.2,10.21,12.79,12.02,3.47,10.1,5.02,8.64,12.26,9.48,13.2,3.59,7.698571429
ENSG00000100376,FAM118A,0.189072561,0.540445867,0.704930713,7001.95,5293.28,9050.55,7762.3,11554.03,6714.29,8813.74,15034.54,4060.86,6249.33,7311.02,8765.4,5854.82,6436.41,7285.84,5567.75,6944.84,5343.12,7083.4,4181.54,6206.32,4143.28,3152.28,6332.03,6787.75,5705.14,5368.49,8387.29,6786.230952
ENSG00000006015,REX1BD,0.160491376,0.2598538,0.441498435,2.83,3.34,5.6,2.21,4.25,0.83,3.08,0.96,2.21,4.92,3.51,6.34,3.35,2.28,4.65,3.3,2.71,2.04,3.2,5.61,1.16,7.07,4.01,5.5,1.53,4.74,5.66,2.69,4.085
ENSG00000185133,INPP5J,0.239966468,0.529570141,0.696934005,12.72,3.34,5.6,2.95,2.13,3.31,3.08,2.87,0,2.46,4.68,0,2.24,2.28,8.13,3.3,2.71,0.68,4.8,1.6,2.31,5.05,1,3.93,3.83,6.09,2.83,0,3.540714286
ENSG00000185155,MIXL1,0.266050821,0.58382341,0.737588618,106.03,77.57,109.28,73.76,106.29,66.29,113.19,137.74,60.84,73.8,88.9,112.5,109.58,74.2,113.8,61.57,98.92,82.38,75.95,58.5,124.87,77.76,70.23,76.95,108.08,98.14,68.81,83.5,100.5940476
ENSG00000185168,LINC00482,1.038354187,0.001173829,0.012410524,0,0.83,0,0.74,1.06,4.14,0.77,0,0,0.82,1.17,4.75,0,0,0,1.1,1.36,0.68,3.2,0,0,2.02,2.01,0,1.53,1.35,2.83,0.9,1.217857143
ENSG00000078902,TOLLIP,0.381321385,0.006349904,0.036665352,24.03,23.36,20.55,19.91,26.57,14.92,20.79,25.83,26.55,17.22,16.38,25.35,11.18,7.99,12.77,13.19,13.55,14.3,7.99,31.25,26.59,23.23,11.04,17.27,11.5,20.31,7.54,15.26,19.71142857
ENSG00000185201,IFITM2,1.059023643,0.000169347,0.003830439,2.83,6.67,6.54,13.28,5.31,4.97,7.7,0.96,1.11,5.74,9.36,4.75,11.18,2.28,4.65,4.4,6.78,4.08,7.99,9.62,3.47,2.02,4.01,6.28,9.97,4.74,11.31,6.28,6.483571429
