,gene_symbol,log2fold.CC_vs_HC,p.CC_vs_HC,p.adj.CC_vs_HC,CC_1,CC_2,CC_3,CC_4,CC_5,CC_6,CC_7,CC_8,CC_9,CC_10,CC_11,CC_12,CC_13,CC_14,HC_1,HC_2,HC_3,HC_4,HC_5,HC_6,HC_7,HC_8,HC_9,HC_10,HC_11,HC_12,HC_13,HC_14,mean
ENSG00000134545,KLRC1,-1.052468551,0.00128678,0.013207569,2078.11,1813.36,2521.82,2035.72,2547.84,2511.54,2180.72,2379.82,1345.14,1642.49,1817.81,2173.92,1606.83,1385.92,1505.01,1289.69,1796.85,1085.24,1220.01,980.07,1301.85,1054.25,1241.05,1496.63,1541.52,1792.97,1519.58,1687.87,1706.14881
ENSG00000134548,SPX,0.603080918,0.088517055,0.216529492,1296.34,1410.49,1059.17,1270.11,1193.67,1349.82,1082.66,1158.34,1442.48,1674.47,1287.91,980.8,1216.59,1441.86,1405.14,1372.15,1657.28,1371.86,1369.51,1456.89,1528.46,1330.94,1281.18,1199.03,1266.33,1391.6,1219.81,1197.67,1278.826429
ENSG00000134571,MYBPC3,0.803584494,0.000334438,0.005770493,480.65,447.92,600.57,536.96,525.09,626.44,468.18,719.3,384.96,435.43,435.15,551.4,443.92,430.39,392.51,489.27,317.09,398.96,415.73,352.6,462.47,318.09,332.08,457.78,423.9,359.41,458.14,444.41,459.135
ENSG00000134575,ACP2,0.381219206,0.005192739,0.03225586,578.19,783.23,783.63,882.88,620.75,821.16,841.64,828.34,629.43,695.37,777.89,839.78,668.68,690.68,664.25,820.21,631.47,804.06,727.53,736.46,572.3,673.55,917.99,812.7,808.7,859.6,958.69,752.36,717.6092857
ENSG00000134597,RBMX2,0.184857989,0.119568459,0.265251195,1.41,8.34,8.41,2.95,2.13,2.49,1.54,10.52,1.11,5.74,3.51,4.75,7.83,3.42,2.32,5.5,2.71,6.13,6.4,4.01,9.25,5.05,5.02,6.28,10.73,7.45,3.77,8.98,5.211666667
ENSG00000236935,AP003774.2,0.327469726,0.143174204,0.299067845,48.07,248.57,129.83,129.08,180.7,43.09,78.54,62.17,386.06,277.99,174.29,34.86,218.05,202.07,225.29,440.89,417.37,351.31,322.19,284.49,293.67,429.17,593.94,434.23,408.57,290.37,309.2,234.33,238.8107143
ENSG00000008513,ST3GAL1,0.066522605,0.5111526,0.681037915,2003.18,1206.96,1965.15,2049.74,1795.29,2784.99,2300.07,2429.55,1303.1,1436.67,1588.54,2627.08,1373.13,1290.02,1702.43,1365.55,1445.88,1437.9,1551.79,1360.72,1777.03,1293.58,1383.51,1484.07,1313.09,1426.79,1579.91,1534.35,1754.545238
ENSG00000166710,B2M,0.275321547,0.318377142,0.504009785,470.76,673.13,633.26,657.92,593.11,683.61,722.29,638,537.61,637.15,576.69,668.65,576.98,666.7,668.89,676.18,601.66,605.94,604.41,584.2,573.46,619.02,680.22,678.43,670.73,682.94,860.66,715.55,604.3435714
ENSG00000177410,ZFAS1,0.436726693,0.011713097,0.055497351,67.86,121.78,76.59,77.45,156.25,119.32,113.96,138.7,77.43,49.2,53.81,77.64,74.92,78.77,83.61,113.25,108.41,87.83,71.15,167.49,42.78,87.85,26.09,73.03,109.62,35.2,98.04,83.5,92.29857143
ENSG00000134668,SPOCD1,1.01164359,0.007800577,0.042158359,7.07,8.34,15.88,7.38,7.44,14.92,9.24,10.52,3.32,8.2,9.36,9.51,6.71,5.71,5.81,2.2,6.78,8.17,8.79,4.81,6.94,6.06,8.03,4.71,4.6,8.12,4.71,6.28,8.35952381
ENSG00000134684,YARS1,0.015294415,0.87787888,0.936146369,1.41,0.83,0,0,2.13,7.46,2.31,0.96,2.21,3.28,0,4.75,1.12,0,0,1.1,0,0.68,0.8,0.8,2.31,2.02,3.01,0,0.77,1.35,0,0.9,1.91047619
ENSG00000134686,PHC2,0.979605985,0.000716843,0.009075715,588.09,583.05,584.69,747.91,561.23,922.25,918.64,677.21,514.38,607.63,595.41,711.44,560.21,707.8,620.12,616.81,555.59,602.53,574.03,667.54,462.47,561.46,550.8,603.05,617.83,541.48,614.62,628.46,607.5266667
ENSG00000134697,GNL2,0.089324477,0.492126503,0.664909544,5.65,16.68,20.55,16.23,20.2,19.89,16.94,21.04,14.38,41,19.89,26.94,22.36,23.97,16.26,30.79,21.68,34.72,35.18,20.03,13.87,35.34,49.16,43.97,39.86,21.66,31.11,16.16,21.55928571
ENSG00000134698,AGO4,0.168114148,0.324154847,0.510045531,33.93,36.7,39.23,32.45,34.01,40.6,40.04,32.52,44.25,45.92,23.4,50.7,33.55,31.97,31.35,58.27,31.17,40.85,28.78,36.86,23.12,28.27,44.14,28.27,27.6,34.52,31.11,45.79,34.02333333
ENSG00000134709,HOOK1,-1.178887373,0.000719918,0.009089851,267.19,574.7,1010.6,797.33,239.16,533.63,1790.32,652.34,502.21,391.97,679.63,602.11,649.67,675.83,617.8,675.08,592.17,740.74,559.64,707.61,360.72,759.38,761.48,749.1,766.54,1039.64,1249.03,702.08,635.6307143
ENSG00000134755,DSC2,0.504005503,0.118261063,0.263139458,0,2.5,0.93,3.69,0,0.83,1.54,1.91,1.11,0.82,0,3.17,0,2.28,2.32,2.2,0,1.36,0,0.8,5.78,1.01,0,0.79,1.53,1.35,0,0,1.144761905
ENSG00000134779,TPGS2,0.021376034,0.921612134,0.961245926,165.4,65.06,111.15,123.18,139.24,148.32,78.54,180.78,45.35,145.96,97.09,129.93,86.1,37.67,32.52,54.97,32.52,72.17,48.77,42.47,46.25,19.19,53.17,33.76,76.65,56.18,99.92,63.74,95.0502381
ENSG00000134780,DAGLA,0.13742042,0.431969712,0.612982824,1467.4,2199.56,3179.37,2911.97,2079.09,3316.13,3886.33,2750.94,2089.61,2428.06,2283.38,2603.32,2367.2,2356.29,2333,2615.65,2318.56,2700.16,2185.78,2137.25,1390.87,2510.41,3093.09,3508.37,2849.25,2903.67,3120.23,2108.05,2438.480714
ENSG00000134802,SLC43A3,0.362403259,0.008020372,0.043035556,118.75,221.04,256.85,203.57,252.98,135.06,224.85,212.35,183.63,196.8,217.58,156.86,175.56,111.88,141.68,191.31,176.16,236.93,221.46,187.52,147.99,190.86,177.58,288.96,217.7,273.45,239.44,201.11,181.3071429
ENSG00000171067,C11orf24,0.065584805,0.589765122,0.742164064,2704.37,2721.71,3146.68,2942.95,4303.8,4502.71,2817.53,3565.9,2341.83,2501.05,2264.66,2993.1,3564.78,2776.4,2734.8,2732.2,2674.95,2171.15,2162.6,2162.89,2036.01,1894.42,1864.08,2405.92,2846.95,2352.72,2458.48,2495,2818.911429
ENSG00000134809,TIMM10,0.255818042,0.476888604,0.652505974,88209.33,44647.57,85241.38,63331.67,100425.49,125361.65,87447.49,119667.02,51681.67,78773.9,42759.53,149526.72,66838.48,46150.84,66341.32,33627.47,37476.39,37228.26,45074.72,41197.58,41335.38,26876.3,24851.07,28101.53,40119.4,44139.87,25687.7,44320.14,72738.37762
ENSG00000134812,CBLIF,0.771689321,0.026255862,0.095117046,28045.98,19262.17,19224.7,21686.36,21458.4,20090.68,24888.85,26808.31,19125.09,16636.46,22995.21,19795.03,21042.03,21316.19,21165.4,15701.61,25604.44,20703.24,22636.5,17662.17,23870.28,13846.62,12691.4,21360.4,20452.17,22210.04,19164.44,35574.62,20890.61595
ENSG00000134815,DHX34,0.697308847,9.58E-05,0.00275633,978.27,1111.87,1294.54,1023.76,1443.46,708.47,1105.76,1209.04,1071.91,1117.68,936.98,988.72,1082.4,807.12,987.08,974.14,1096.27,1072.3,1099.29,936,1121.48,1050.21,854.79,1129.93,1215.74,1177.04,1161.37,1142.91,1114.787381
ENSG00000134824,FADS2,0.497538678,0.238549552,0.415960586,175.3,179.33,141.97,146.04,128.61,110.21,115.5,120.52,220.13,207.46,171.96,147.36,203.51,181.52,211.35,228.69,224.95,245.78,217.46,200.34,169.96,266.59,271.89,190.81,161.74,216.59,177.22,197.52,185.5016667
ENSG00000134825,TMEM258,0.345502216,0.009357413,0.047622255,11.31,10.01,4.67,7.38,10.63,17.4,3.85,3.83,15.49,6.56,14.04,17.43,5.59,5.71,12.77,8.8,4.07,9.53,2.4,7.21,4.62,6.06,19.06,2.36,4.6,6.09,2.83,4.49,13.20047619
ENSG00000134827,TCN1,0.377643311,0.300124484,0.484747001,2821.7,2910.22,3623.95,3451.14,4703.46,4509.34,3500.55,4076.68,2184.75,2735.57,2867.09,3477.96,3091.79,2476.16,2852.09,2692.62,2638.36,2235.15,2515.17,2425.74,2424.49,1911.58,2070.76,3171.51,3283.11,2789.28,3271.06,3351.51,3007.510952
ENSG00000134830,C5AR2,0.289335085,0.085200512,0.211397075,185.19,424.56,241.91,208.74,610.12,347.19,395.02,594,236.73,203.36,191.84,204.4,241.53,215.76,333.29,349.63,226.3,275.05,188.68,353.4,291.35,186.82,109.36,192.38,327.31,193.58,220.58,355.53,293.2042857
ENSG00000134851,TMEM165,0.384182234,0.056250681,0.159462513,277.08,437.91,259.65,206.52,235.97,166.55,208.68,182.69,424.78,391.97,417.61,245.6,385.77,479.48,372.77,424.4,462.09,454.79,518.86,451.97,475.19,688.7,649.12,469.56,416.23,494.77,382.72,367.2,380.5521429
ENSG00000100266,PACSIN2,0.344821317,0.063121319,0.172437486,142.78,145.14,170.92,179.97,117.99,181.47,158.63,125.3,150.44,147.6,196.52,175.88,161.02,179.23,156.77,142.93,169.39,189.95,159.1,157.07,187.3,149.45,142.46,184.53,177.07,150.94,189.48,167.89,154.772619
ENSG00000245748,AC097382.2,0.924950177,3.75E-05,0.00155873,1.41,0.83,0,0.74,5.31,2.49,1.54,0.96,1.11,4.92,1.17,3.17,1.12,2.28,0,1.1,1.36,0,0.8,0,3.47,0,0,0.79,0.77,1.35,1.89,0.9,1.426428571
