,gene_symbol,log2fold.FLU_vs_CC,p.FLU_vs_CC,p.adj.FLU_vs_CC,CC_1,CC_2,CC_3,CC_4,CC_5,CC_6,CC_7,CC_8,CC_9,CC_10,CC_11,CC_12,CC_13,CC_14,FLU_1,FLU_2,FLU_3,FLU_4,FLU_5,FLU_6,FLU_7,FLU_8,FLU_9,FLU_10,FLU_11,FLU_12,FLU_13,FLU_14,mean
ENSG00000126814,TRMT5,0.098187789,0.403822477,0.700008804,197.92,64.23,146.64,35.4,39.33,103.58,260.27,160.69,28.76,119.72,98.26,167.96,98.4,83.34,112.27,76.74,90.04,74.6,96.82,194.27,68.01,70.49,334.65,291.82,156.43,355.19,422.07,77.76,120.6059524
ENSG00000176749,CDK5R1,0.089171296,0.718177223,0.890919219,1854.75,1568.13,1273.05,1225.12,1607.15,747.41,898.62,1275.04,1691.38,1663.81,1477.41,1010.9,1897.56,1896.22,1771.92,1418.68,1140.08,2264.65,1020.76,2655.75,1197.05,1952.95,2381.9,1331.88,1848.66,2367.55,2940.12,426.41,1636.049048
ENSG00000244398,AC116533.1,1.113740773,0.014061438,0.131696903,366975.51,266816.92,295161.74,325982.12,443518.62,454741.53,295697.8,412672.19,217628.28,291056.06,259895.7,390571.98,272797.27,271098.78,318513.59,157512.63,416379.22,176319.04,506521.91,485111.48,458447.38,373913.82,499889.23,153832.04,176112.43,241548.92,242282.24,134795.01,289928.7336
ENSG00000126821,SGPP1,0.141269756,0.531890719,0.794381851,1693.59,857.47,1118.94,900.59,1096.94,1223.87,1391.44,1110.52,1279.87,1519.49,1134.67,1319.88,1306.04,1198.69,1101.02,926.76,994.85,775.11,1319.52,1953.38,993.91,1656.48,3063.85,1340.26,1075.47,1741.67,2356.57,490.37,1190.030238
ENSG00000126858,RHOT1,0.522273541,0.006976516,0.092934749,169.64,214.37,181.2,183.66,199.83,142.52,163.25,162.61,168.14,184.5,209.39,156.86,184.5,215.76,175.84,202.67,180.09,128.98,254.5,279.66,186.81,174.15,243.25,204.96,181.69,171.47,228.62,173.07,192.2852381
ENSG00000126860,EVI2A,0.976298111,0.001316216,0.042096492,360.49,669.79,429.64,419.68,474.07,365.42,636.81,469.65,575.22,532.19,642.2,294.72,441.68,641.59,668.19,745.74,678.24,706.83,406.64,648.99,506.02,336.89,649.61,747.47,497.81,368.67,471.63,361.2,552.5295238
ENSG00000126861,OMG,0.95164281,0.00011034,0.013496975,2.83,12.51,12.14,10.33,11.69,11.6,19.25,5.74,12.17,18.04,17.55,4.75,22.36,10.27,13.53,20.33,10.17,20.23,2.77,2.13,6.35,4.15,1.41,26.67,13.85,6.12,7.99,32.61,13.58261905
ENSG00000126870,WDR60,0.295491339,0.091311956,0.338021202,1703.48,1841.72,1642.92,1888.95,1765.52,1759.99,1794.17,1854.69,1518.81,1703.17,1683.29,1736.6,1912.1,1662.19,1763.8,1831.89,1848.83,2456.85,1474.43,1863.72,1873.56,1803.68,2130.21,1730.38,1912.21,1651.04,1944.09,1466.1,1798.322619
ENSG00000126878,AIF1L,0.523425466,0.181554986,0.48099971,4.24,14.18,18.68,13.28,21.26,19.89,17.71,20.09,8.85,25.42,15.21,12.68,10.06,13.7,14.88,12.46,21.79,16.44,5.53,10.67,14.51,9.33,7.03,9.14,16.29,23.27,6.4,27.59,16.06071429
ENSG00000126883,NUP214,0.138828823,0.365654319,0.670001246,1.41,0.83,3.74,2.21,2.13,4.14,3.08,4.78,2.21,1.64,0,3.17,2.24,1.14,4.06,0,2.9,6.32,8.3,6.4,2.72,4.15,0,3.05,8.15,7.35,6.4,5.02,2.68547619
ENSG00000126895,AVPR2,0.090085868,0.672255872,0.867128065,24.03,15.01,62.58,46.47,6.38,18.23,76.23,47.83,55.31,11.48,45.62,9.51,16.77,15.98,22.99,49.85,47.93,5.06,16.6,25.62,22.67,5.18,7.03,38.1,35.03,2.45,19.19,91.55,34.6197619
ENSG00000126934,MAP2K2,0.019501815,0.890206031,0.959494329,1351.48,1479.72,1762.47,1584.32,1271.26,1242.1,1828.82,1469.21,1871.69,1814.69,1663.4,1392.77,1564.34,1428.16,1537.92,2118.51,1285.32,1466.78,943.31,715.17,1642.31,1140.26,871.77,1760.85,1759.04,1332.59,1095.15,2029.22,1585.668095
ENSG00000126945,HNRNPH2,0.512208369,0.013091725,0.127559499,66.44,37.54,127.03,151.2,80.78,244.44,154.01,183.65,74.12,167.28,94.75,134.68,39.14,101.6,108.21,76.08,40.67,34.14,168.74,85.39,183.18,183.48,161.7,92.96,60.29,90.64,33.57,76.5,98.68809524
ENSG00000126947,ARMCX1,0.17399372,0.31810074,0.628496264,180.95,196.02,220.43,143.09,132.87,223.73,240.25,230.52,176.99,189.42,160.26,372.36,254.95,255.72,221.83,228.9,268.68,188.4,143.85,313.82,146,154.45,98.43,131.05,224.06,253.53,143.89,194.39,212.2409524
ENSG00000126953,TIMM8A,0.241493694,0.08279326,0.320996726,1939.57,2053.59,2717.97,2748.97,2095.03,3873.79,3143.26,2608.42,2133.86,2511.71,2118.44,3457.36,2050.75,2183.91,1942.35,2362.5,2930.82,2126.82,2827.15,999.11,2931.86,1669.96,1001.13,2090.78,1953.76,1741.67,1688.29,4846.04,2312.870952
ENSG00000244405,ETV5,0.044699875,0.868129603,0.952393444,371.8,218.54,311.02,347.4,457.06,382.82,267.97,444.78,288.72,396.07,240.97,339.08,269.48,332.21,209.65,160.69,229.47,314.85,514.53,555.06,327.37,482.02,397.92,182.1,232.2,416.43,321.35,96.57,299.9609524
ENSG00000176761,ZNF285B,0.608551614,0.098262109,0.350637897,4.24,6.67,9.34,12.54,3.19,5.8,6.16,6.7,8.85,1.64,7.02,1.58,6.71,7.99,6.76,7.21,10.17,3.79,16.6,10.67,9.07,6.22,2.81,6.86,10.59,4.9,14.39,16.3,8.266904762
ENSG00000041988,THAP3,0.038274632,0.647077632,0.853502455,134.3,382.02,196.14,168.91,133.93,86.18,162.48,132.96,340.71,236.16,293.61,82.39,256.06,334.49,275.93,494.54,97.31,257.95,80.22,68.32,108.82,146.16,91.4,576.03,320.2,229.04,163.07,240.8,263.1866667
ENSG00000127080,IPPK,0.060955742,0.610551973,0.836609046,0,3.34,2.8,7.38,3.19,3.31,3.08,4.78,1.11,6.56,1.17,0,1.12,1.14,0,2.62,2.9,7.59,2.77,2.13,6.35,4.15,2.81,1.52,1.63,2.45,0,10.03,3.313809524
ENSG00000127081,ZNF484,0.253556197,0.182246168,0.481938829,719.56,760.71,844.34,868.87,833.34,1033.29,977.17,987.13,576.33,667.49,739.29,809.67,800.62,731.77,708.77,701.14,1142.99,665.11,926.71,525.17,1121.78,711.11,558.21,785.56,537.73,580.56,484.42,1062.27,775.8214286
ENSG00000127084,FGD3,0.016765465,0.916615004,0.971296739,240.33,261.91,248.45,197.67,210.46,149.15,170.18,225.74,370.58,316.53,255.01,201.23,290.73,326.5,282.7,316.79,184.45,410.95,154.91,559.33,186.81,338.97,468.22,358.11,322.64,367.44,401.29,155.51,295.717381
ENSG00000100234,TIMP3,1.208747554,0.015126478,0.136059274,29.69,38.37,51.37,44.25,34.01,66.29,47.74,27.74,47.57,21.32,44.45,47.53,41.37,20.55,43.28,34.76,87.14,42.99,19.36,38.43,32.65,29.02,36.56,40.38,34.22,41.64,22.38,91.55,42.59761905
ENSG00000127125,PPCS,0.226793992,0.015499504,0.137806875,5.65,25.86,7.47,15.49,12.76,4.97,20.79,2.87,22.12,13.94,12.87,7.92,21.25,11.42,9.47,28.2,13.07,21.5,0,6.4,7.25,9.33,14.06,16,17.11,19.6,9.59,7.52,15.42095238
ENSG00000127184,COX7C,0.525685923,0.075936784,0.305182323,388.76,570.53,719.19,650.55,462.37,596.61,834.71,692.52,640.49,613.37,639.86,535.56,615,631.31,450.42,681.46,823.48,547.51,398.35,465.4,670.17,420.86,264.34,461.74,558.92,439.71,391.7,456.51,614.1507143
ENSG00000127249,ATP13A4,0.239919373,0.416582546,0.710522407,26.86,64.23,39.23,47.94,36.14,71.26,74.69,44,97.35,65.6,44.45,60.21,30.19,71.92,32.46,114.12,69.71,37.93,55.33,23.48,77.99,24.88,28.12,73.91,58.66,24.5,51.16,135.45,65.27571429
ENSG00000127252,PLAAT1,0.334191921,0.430796509,0.722520591,33.93,45.88,34.56,39.83,48.89,67.12,38.5,42.09,24.34,55.76,31.58,52.29,38.02,20.55,45.99,24.27,30.5,44.26,77.46,121.69,62.57,124.39,126.55,25.91,35.85,78.39,36.77,22.57,41.99047619
ENSG00000127311,HELB,0.364297703,0.033299933,0.20064448,1235.56,1517.25,943.35,1187.51,1443.46,834.42,1124.24,1410.86,1526.56,1445.69,1084.37,907.91,1101.41,1776.35,1165.95,944.47,1758.78,1475.63,874.15,1906.42,1217,1474.04,1077.06,959.29,993.18,1577.55,1785.81,344.89,1264.451429
ENSG00000127314,RAP1B,0.308652037,0.066849078,0.285719654,2150.21,1540.61,1393.54,1233.24,1988.74,973.63,1258.23,1603.12,1357.31,1434.21,1386.17,1144,1753.32,1929.33,1896.36,1421.96,1288.22,2999.3,1618.28,3966.54,1474.54,2005.81,4029.82,1290.73,2001.83,2486.36,3459.71,313.54,1772.801905
ENSG00000127337,YEATS4,0.387309551,0.071379771,0.295455981,4.24,4.17,3.74,5.16,6.38,9.94,5.39,5.74,12.17,9.84,3.51,1.58,4.47,1.14,6.76,2.62,7.26,2.53,0,4.27,4.53,1.04,0,3.81,11.41,4.9,4.8,0,5.801666667
ENSG00000127366,TAS2R5,0.318054793,0.267469548,0.579654399,325.15,527.16,441.79,499.34,338.01,511.26,647.59,400.78,398.23,433.79,452.7,519.71,426.03,399.56,451.77,585.05,557.7,445.09,414.94,217.75,509.65,294.39,199.66,550.12,473.37,318.45,252.6,1043.45,455.0404762
ENSG00000127412,TRPV5,0.02123862,0.949300988,0.984762149,0,0,0.93,0,0,0,3.08,0,3.32,2.46,2.34,0,1.12,2.28,2.71,1.97,2.9,1.26,0,0,0.91,2.07,1.41,0,2.44,0,1.6,7.52,1.32
ENSG00000176783,RUFY1,0.138189334,0.296192882,0.60843519,729.46,879.16,1137.62,1172.75,764.25,1162.55,1323.68,1120.08,642.7,1026.66,975.58,939.6,878.89,860.78,895.43,915.61,1208.34,638.55,904.58,450.45,1068.27,542.14,455.57,869.38,809.86,613.63,495.62,1704.39,912.5088095
ENSG00000127445,PIN1,0.0783752,0.38887435,0.688064823,1.41,10.84,10.27,14.01,3.19,4.97,8.47,1.91,9.96,8.2,3.51,0,2.24,4.57,4.06,1.97,2.9,7.59,2.77,4.27,3.63,4.15,1.41,4.57,9.78,2.45,4.8,1.25,5.781428571
ENSG00000244436,AC023050.1,0.814675305,0.044831934,0.234143727,425.52,453.76,332.51,380.59,380.53,206.33,255.65,196.09,443.59,496.11,450.36,353.34,385.77,438.38,428.78,423.7,335.49,590.5,390.05,745.06,255.73,478.91,584.93,520.41,488.03,656.5,625.11,347.4,429.9685714
ENSG00000042286,AIFM2,0.117758803,0.437995128,0.728323328,5.65,3.34,1.87,0,4.25,2.49,4.62,0,12.17,4.92,1.17,3.17,2.24,0,0,1.97,1.45,7.59,0,0,2.72,13.48,1.41,4.57,10.59,2.45,20.78,6.27,4.005238095
ENSG00000127507,ADGRE2,0.084272706,0.726985656,0.894273025,80.58,175.16,39.23,124.65,274.24,57.17,91.63,160.69,128.32,78.72,53.81,39.61,72.68,162.11,150.14,40.66,236.73,222.55,116.18,256.18,109.73,32.13,50.62,87.62,57.85,45.32,236.62,58.95,112.9880952
ENSG00000176788,BASP1,0.441872494,0.125591745,0.397850158,32.51,18.35,8.41,33.19,23.38,22.37,5.39,20.09,9.96,36.08,43.28,4.75,17.89,12.56,29.76,9.84,31.95,11.38,33.2,8.54,0.91,30.06,0,10.67,28.52,15.92,23.98,42.64,19.90738095
ENSG00000244437,IGKV3-15,0.595383419,0.112523258,0.376797899,308.18,507.97,824.73,765.61,402.85,334.76,924.03,636.08,396.02,660.11,608.28,421.47,438.33,525.14,469.36,566.68,485.08,461.53,279.4,200.68,632.08,321.34,341.68,585.94,654.24,351.52,236.62,840.28,542.9857143
ENSG00000127530,OR7C1,0.561309981,0.046893993,0.23998261,19.79,45.04,6.54,2.95,85.03,0.83,10.78,0,23.23,3.28,1.17,7.92,5.59,11.42,12.17,13.77,2.9,21.5,0,2.13,52.6,12.44,0,10.67,5.7,28.17,17.59,16.3,17.7852381
ENSG00000042317,AL049834.1,0.077765686,0.645594156,0.852711972,11.31,2.5,15.88,5.9,6.38,8.29,6.93,10.52,3.32,10.66,7.02,11.09,4.47,5.71,10.82,7.87,5.81,11.38,2.77,14.94,13.6,4.15,2.81,5.33,9.78,11.02,3.2,20.07,9.152142857
ENSG00000127533,F2RL3,0.169755366,0.565880719,0.813268025,306.77,331.98,329.71,317.16,293.37,458.23,359.6,314.69,321.9,357.53,313.5,372.36,311.97,329.93,278.64,337.12,403.75,302.21,378.98,213.48,266.62,307.87,251.69,339.07,268.05,302.53,255.8,519.22,324.235
ENSG00000127540,UQCR11,0.11818455,0.235953919,0.545612078,117.34,95.92,94.33,156.37,110.54,164.07,100.87,97.56,162.61,79.54,143.88,99.82,92.81,129,102.8,127.24,158.3,78.4,91.29,17.08,87.06,108.84,61.87,97.53,136.06,88.19,27.18,97.82,129.0466667
ENSG00000176809,LRRC37A3,0.435743964,0.012479999,0.124204842,2.83,2.5,0,5.16,3.19,3.31,8.47,10.52,2.21,9.84,3.51,1.58,11.18,4.57,4.06,4.59,2.9,3.79,2.77,17.08,7.25,2.07,9.84,6.86,6.52,1.22,1.6,20.07,6.016666667
ENSG00000127564,PKMYT1,0.345228184,0.186833296,0.487271236,530.13,319.47,704.24,502.29,452.81,498,530.55,511.74,736.73,663.39,387.19,462.67,363.41,293.39,408.49,231.53,463.3,324.97,763.5,638.32,466.12,676.9,639.77,530.31,541.81,510.74,290.97,273.41,462.0242857
ENSG00000127578,WFIKKN1,0.0920316,0.761401513,0.910693388,3382.93,1669.89,2515.29,1798.96,3047.42,1474.94,2634.27,1847.99,8881.68,1386.65,4267.3,2357.72,1130.49,2354.01,1693.47,2027.99,2229.34,4128.47,2962.7,4075.42,1743.88,9667.3,3834.38,3407.42,5276.3,2394.5,27134.13,1494.95,3597.124286
ENSG00000042429,MED17,0.095271952,0.290605982,0.603696412,19.79,22.52,20.55,22.87,22.32,9.94,13.09,17.22,35.4,22.14,36.26,11.09,31.31,18.27,31.11,47.22,18.88,45.52,19.36,25.62,19.95,25.91,28.12,37.34,20.37,33.07,41.57,26.34,26.90547619
ENSG00000127663,KDM4B,0.013983705,0.934958817,0.978630332,999.47,1585.65,1330.96,1441.23,1508.3,674.5,1374.5,1419.47,1683.64,1304.64,1451.68,667.07,1298.21,1625.66,1152.42,1461.31,829.28,1762.66,796.69,1724.95,1177.1,1690.69,1944.61,1427.12,1517.06,1823.74,1649.92,428.92,1509.578571
ENSG00000244459,AC147067.1,0.002024885,0.989358714,0.996642632,3100.2,3134.6,2376.12,2854.44,4633.31,3219.18,2266.96,2782.51,2048.68,2898.75,2672.91,3612.64,2839.08,2218.15,2973.03,2595.99,2534.33,1734.84,5646,7508.25,1922.53,3184.42,7187.88,2470.22,2681.33,1822.51,3037.64,3008.71,2846.330952
ENSG00000127720,METTL25,0.247620386,0.02151503,0.161292464,16.96,22.52,22.42,19.91,23.38,19.06,40.81,22,17.7,11.48,29.24,17.43,16.77,23.97,12.17,30.17,62.45,29.08,5.53,12.81,24.49,8.29,19.69,19.81,31.78,17.15,23.98,22.57,23.74119048
ENSG00000127774,EMC6,0.096267742,0.734501674,0.89789635,16.96,26.69,35.49,18.44,27.64,3.31,10.01,6.7,14.38,18.86,14.04,12.68,45.85,22.83,39.23,30.83,11.62,60.69,13.83,36.29,18.14,11.4,77.33,14.48,44.81,79.61,25.58,5.02,25.66119048
ENSG00000127824,TUBA4A,0.123539435,0.577706151,0.820413897,16.96,30.03,16.81,18.44,22.32,13.26,18.48,23.91,14.38,23.78,14.04,11.09,13.42,13.7,27.05,33.45,39.21,7.59,8.3,6.4,8.16,3.11,2.81,45.72,17.11,14.7,9.59,115.38,21.8802381
ENSG00000127831,VIL1,0.06604528,0.857688827,0.94867411,5.65,4.17,0,8.11,17.01,4.97,15.4,42.09,4.42,4.1,3.51,0,0,12.56,0,1.31,23.24,3.79,0,38.43,11.79,3.11,19.69,4.57,0,1.22,3.2,8.78,7.558571429
ENSG00000176834,VSIG10,0.605943209,0.043366555,0.230511033,366.14,431.24,424.04,459.51,368.84,492.2,510.53,357.74,443.59,414.93,405.91,361.26,339.93,393.86,366.56,358.77,496.7,399.57,304.29,179.33,498.77,345.19,206.69,417.55,307.16,281.71,415.68,433.94,405.9035714
ENSG00000127863,TNFRSF19,0.268318746,0.567785203,0.814201144,496.2,247.73,397.89,403.46,339.07,580.86,310.32,367.3,469.03,405.91,334.55,519.71,352.23,291.11,389.55,270.22,431.34,269.33,572.62,584.95,406.27,552.51,421.82,305.54,338.93,449.5,698.66,504.17,382.2564286
ENSG00000127870,RNF6,0.394074787,0.010331459,0.113135605,2066.8,2475.65,1431.84,1650.71,2825.26,1196.52,1346.01,1455.82,1805.32,2219.78,1740.61,1218.47,2296.76,2790.1,2450.93,1981.43,1963.56,1541.38,2437.1,3257.77,1102.73,2181,2919.02,1940.67,1841.33,2441.04,2454.09,985.76,2050.129286
ENSG00000127903,ZNF835,0.080832071,0.793509087,0.924055834,4228.31,1499.74,2236.02,4627.58,4620.55,3593.72,1988.21,8086.4,1095.14,6300.99,1234.1,7481.96,1823.76,1896.22,1658.3,823.79,2378.93,8372,6221.39,14036.61,3687.27,15050.34,4111.38,907.48,1961.1,2872.17,5191.17,475.32,3288.370476
ENSG00000127922,SEM1,0.653432418,0.005252285,0.080915046,240.33,354.5,497.83,534.01,364.58,462.37,595.23,427.56,314.16,396.89,416.44,461.09,335.46,332.21,335.45,373.85,540.27,241.51,326.42,185.73,488.79,215.61,164.51,397.74,299.83,206.99,132.7,923.06,394.2221429
ENSG00000176845,METRNL,0.103449925,0.551067887,0.804580143,2.83,3.34,22.42,12.54,8.5,11.6,16.17,4.78,7.74,9.84,15.21,14.26,11.18,7.99,12.17,7.87,30.5,11.38,16.6,19.21,4.53,13.48,8.44,12.19,13.04,6.12,9.59,17.56,12.09690476
ENSG00000127947,PTPN12,0.418514025,0.032562205,0.198398031,210.64,363.67,332.51,342.24,475.13,304.93,349.59,550,247.79,335.39,221.09,353.34,168.85,380.16,330.04,254.48,437.15,615.79,456.44,510.23,428.04,269.52,455.57,291.06,226.5,265.78,172.67,142.97,325.675
ENSG00000127948,POR,0.397655164,0.109742704,0.372742684,839.73,895.84,893.85,1101.95,1026.79,1010.09,924.03,950.78,1049.78,1135.72,966.22,923.76,875.54,963.52,879.2,1080.9,771.19,928.11,1034.59,1016.19,734.55,1286.42,1103.77,1030.15,885.63,848.79,1427.69,654.67,988.022619
ENSG00000127951,FGL2,0.054436131,0.793594052,0.924055834,11.31,2.5,3.74,5.9,3.19,5.8,6.16,6.7,3.32,4.92,2.34,15.84,8.95,17.12,10.82,7.21,5.81,2.53,11.07,0,1.81,0,4.22,0,4.07,45.32,0,3.76,6.821428571
ENSG00000127954,STEAP4,0.60054397,0.003340315,0.064559631,0,2.5,0,2.21,0,0,0,0,3.32,0,0,0,3.35,2.28,0,2.62,0,3.79,0,0,0.91,0,2.81,2.29,0,2.45,0,3.76,1.375952381
ENSG00000127955,GNAI1,0.106916654,0.681444826,0.872213216,415.62,411.22,458.6,554.66,402.85,579.2,592.92,545.21,453.54,501.85,518.21,567.25,428.27,418.97,407.14,438.79,517.03,462.79,481.33,219.89,541.39,469.58,316.37,476.98,430.19,459.3,332.54,515.46,470.6290476
ENSG00000127957,PMS2P3,0.072798146,0.603736502,0.833197506,20829.15,14974,21758.67,22541.96,27784.95,23146.62,20575.93,29632.91,13466.88,18637.3,17553.47,24451.85,17239.08,14449.39,14640.63,9147.62,19066.28,25739.38,32714.17,37959.68,32165.21,34201.46,49359,10659.61,14654.04,19424.2,25349.91,5360.25,19127.75357
ENSG00000127980,PEX1,0.082045527,0.553930296,0.80557955,3785.83,4003.74,6021.55,6051.12,7783.83,7193.23,5830.65,7457.01,2761.08,3517.86,3573.63,4924.59,4351.98,3707.96,4070,2444.48,9721.94,3746.6,9944.82,6517.68,8158.97,3415.59,4301.2,2842.05,3162.03,3687.89,2511.65,4102.33,4469.567381
ENSG00000127989,MTERF1,0.372823185,0.010742044,0.115000315,16.96,11.68,13.08,11.8,8.5,7.46,12.32,4.78,17.7,8.2,4.68,14.26,11.18,5.71,9.47,15.74,5.81,24.02,24.9,4.27,12.7,13.48,5.62,12.95,8.15,15.92,17.59,18.81,12.75238095
ENSG00000244479,OR2A1-AS1,0.321271974,0.45213641,0.739475748,270.01,288.6,226.96,224.22,186.01,352.99,251.03,197.04,313.05,285.37,277.23,381.86,279.55,248.87,346.27,353.52,239.64,209.9,240.67,164.38,232.15,248.78,174.35,377.16,279.46,255.98,217.43,633.35,275.5538095
ENSG00000127990,SGCE,0.285486776,0.381065208,0.682105574,6818.17,3524.13,5360.28,5309.85,7096.11,8793.3,5092.2,7804.23,4289.84,6013.99,4068.44,9348.49,4767.95,3873.49,3994.25,2615.01,7296.54,4995.89,9947.59,11598.61,8991.46,7983.87,14711.81,3046.25,4105.51,5959.91,6011.33,4995.29,5246.818095
ENSG00000176853,FAM91A1,0.283550697,0.072621699,0.298374194,8.48,1.67,7.47,11.06,17.01,8.29,10.01,14.35,3.32,22.14,5.85,20.6,10.06,6.85,6.76,3.94,5.81,36.67,11.07,130.23,10.88,20.73,19.69,5.33,7.33,24.5,19.19,16.3,13.18690476
ENSG00000042753,AP2S1,0.001936296,0.98970093,0.996822425,449.55,494.63,329.71,345.93,682.4,203.01,245.64,300.35,422.57,493.65,298.29,163.2,554.62,621.04,670.89,619.81,225.11,715.69,329.19,1534.95,255.73,672.75,1068.62,514.31,581.73,628.33,1047.19,150.5,519.8590476
ENSG00000127993,RBM48,0.177053353,0.009704424,0.110196355,63.62,95.92,145.71,107.69,154.12,106.89,68.53,167.39,47.57,68.88,21.06,91.9,101.75,125.58,66.28,80.02,178.64,111.27,116.18,179.33,272.96,68.42,16.87,51.81,64.37,48.99,65.55,151.75,96.51214286
ENSG00000127995,CASD1,0.053369056,0.801964964,0.928361616,18.38,8.34,11.21,11.06,8.5,2.49,4.62,4.78,22.12,5.74,17.55,22.18,14.54,13.7,17.58,15.09,1.45,49.31,13.83,25.62,5.44,12.44,49.21,37.34,26.07,30.62,38.37,10.03,15.96595238
ENSG00000128000,ZNF780B,0.324264256,0.082014246,0.319414955,9.9,7.51,8.41,5.9,4.25,4.97,10.78,9.57,9.96,13.12,7.02,1.58,4.47,6.85,16.23,13.12,7.26,17.7,5.53,10.67,2.72,11.4,8.44,6.1,11.41,24.5,22.38,7.52,10.06357143
ENSG00000128011,LRFN1,0.135994501,0.477694888,0.757688782,2.83,2.5,0,0.74,0,2.49,0.77,0.96,1.11,1.64,1.17,0,0,1.14,1.35,1.97,1.45,0,0,0,0.91,1.04,0,2.29,0,0,0,2.51,1.222857143
ENSG00000128016,ZFP36,0.35326594,0.062415753,0.276843182,1116.81,738.19,1028.34,2103.58,1650.73,1847.82,1761.82,1580.17,1422.57,1113.58,1435.3,2527.26,1234.48,989.78,656.02,581.77,2991.81,950.88,1499.33,1690.8,2920.98,1270.87,1549.5,646.13,1078.72,861.04,633.11,1252.9,1193.612143
ENSG00000128039,SRD5A3,0.54681121,0.007004721,0.093130334,0,0.83,3.74,1.48,0,4.14,0.77,0,2.21,2.46,0,0,1.12,0,1.35,0.66,0,1.26,0,0,0,2.07,2.81,0.76,0.81,0,3.2,5.02,1.087619048
ENSG00000128040,SPINK2,0.780627372,0.059980759,0.271015978,795.9,407.05,1004.06,880.67,627.13,1673.81,852.42,946,576.33,685.53,625.82,1120.23,655.26,802.55,587.03,729.34,768.29,622.12,1114.82,928.66,999.35,1038.67,729.76,904.43,644.46,972.5,895.3,1244.12,788.7883333
ENSG00000244480,AC005154.2,0.042876042,0.795701932,0.92500587,279.91,353.66,254.98,261.1,308.25,281.73,287.99,194.17,380.53,326.37,448.02,223.41,281.78,356.18,377.38,390.25,306.44,295.88,210.24,232.7,211.3,241.53,213.72,354.3,308.79,297.63,305.36,303.5,329.637381
ENSG00000128050,PAICS,0.071154836,0.553740415,0.80557955,2.83,24.19,15.88,8.85,7.44,8.29,16.94,9.57,9.96,13.12,22.23,1.58,13.42,13.7,17.58,36.07,2.9,13.91,11.07,0,0.91,2.07,2.81,25.14,9.78,4.9,22.38,1.25,14.98119048
ENSG00000166669,ATF7IP2,0.094406284,0.623913612,0.842273199,36.76,25.86,24.28,44.25,38.27,38.95,45.43,35.39,19.91,32.8,16.38,50.7,12.3,11.42,25.7,15.74,63.9,13.91,35.96,14.94,48.06,37.32,8.44,34.29,22.81,18.37,22.38,109.11,28.73642857
ENSG00000128059,PPAT,0.063028076,0.77205204,0.916185245,1072.98,1272.86,1351.51,1542.28,1141.59,1295.13,1666.34,1481.65,1138.28,1307.1,1201.35,1292.94,1174.1,1156.45,986.05,1006.78,1401.51,1288.49,1098.22,461.13,1318.57,1006.54,783.19,896.81,880.74,1207.66,620.32,1015.86,1206.247381
ENSG00000042832,TG,0.585150867,0.015434437,0.137494985,9241.22,7777.27,10096.64,11710.58,11191.57,12799.67,10891.28,13855.15,6339.63,8907.82,9396.71,12530.15,8395.34,6832.55,6714.35,5451.71,12157.51,7065.81,15178.64,10674.22,15101.84,8593.38,14325.13,4528.24,6232,7178.59,4991.32,5332.65,8696.695952
ENSG00000128165,ADM2,0.218502281,0.315117596,0.625491621,2759.5,2977.78,2762.8,2938.52,2642.44,2809.84,3189.46,2865.73,2730.1,2988.95,2830.83,2608.07,2604.26,3017.28,3779.19,2786.2,2781.23,2215.34,2188.14,1633.16,2910.09,2306.43,1982.57,2466.41,1980.65,2589.24,1795.41,1479.9,2842.470476
ENSG00000244482,LILRA6,0.490943189,0.056766065,0.263601911,537.2,641.43,594.03,556.87,636.69,468.17,543.64,572,776.55,711.77,643.37,459.5,714.52,740.91,725,680.81,477.82,708.1,641.78,760,613.94,767.08,819.74,650.7,618.39,652.82,533.99,461.53,660.2702381
ENSG00000128203,ASPHD2,0.004442817,0.976606231,0.992749462,5.65,1.67,0.93,4.43,0,0.83,1.54,1.91,2.21,5.74,2.34,4.75,0,1.14,2.71,1.97,0,5.06,2.77,0,0,2.07,0,6.86,0,7.35,1.6,3.76,2.618809524
ENSG00000128218,VPREB3,0.17597077,0.64520867,0.852627942,1.41,1.67,0.93,0.74,0,3.31,0.77,0,2.21,0.82,4.68,0,1.12,0,0,0.66,0,0,0,0,0,3.11,0,0.76,1.63,0,1.6,0,1.025714286
ENSG00000128228,SDF2L1,0.27553415,0.065995058,0.28412667,8.48,5,1.87,5.16,0,6.63,5.39,0.96,37.61,1.64,0,9.51,4.47,6.85,5.41,6.56,5.81,3.79,2.77,0,4.53,3.11,1.41,20.57,3.26,0,35.17,12.54,7.515714286
ENSG00000176871,WSB2,0.206104104,0.219855796,0.528150683,62.2,47.54,35.49,41.3,29.76,28.17,38.5,34.43,44.25,39.36,32.75,31.69,30.19,36.53,37.87,71.49,39.21,39.2,13.83,23.48,38.99,33.17,29.53,46.48,47.26,31.84,39.97,75.25,42.96238095
ENSG00000128245,YWHAH,0.144871281,0.333923393,0.642981474,602.23,696.48,560.41,460.99,560.16,220.41,286.45,393.13,703.54,736.37,594.24,286.79,569.16,750.04,654.66,637.52,287.56,1062.15,343.02,789.89,349.14,914.28,726.94,608.03,719.42,929.63,1128.72,150.5,650.9464286
