,gene_symbol,log2fold.FLU_vs_CC,p.FLU_vs_CC,p.adj.FLU_vs_CC,CC_1,CC_2,CC_3,CC_4,CC_5,CC_6,CC_7,CC_8,CC_9,CC_10,CC_11,CC_12,CC_13,CC_14,FLU_1,FLU_2,FLU_3,FLU_4,FLU_5,FLU_6,FLU_7,FLU_8,FLU_9,FLU_10,FLU_11,FLU_12,FLU_13,FLU_14,mean
ENSG00000211670,IGLV3-9,0.405617194,0.33118711,0.640472372,72.1,95.92,165.32,64.17,149.87,82.86,104.72,70.78,42.04,147.6,72.53,147.36,120.76,71.92,82.51,67.56,39.21,135.3,124.48,226.29,134.21,277.81,362.77,57.91,170.28,106.56,342.13,32.61,104.4728571
ENSG00000211673,IGLV3-1,0.762687584,0.057035799,0.264278233,2.83,8.34,12.14,10.33,18.07,4.14,6.93,5.74,9.96,12.3,15.21,9.51,11.18,14.84,13.53,12.46,10.17,17.7,5.53,4.27,15.42,4.15,4.22,13.72,12.22,8.57,4.8,23.83,9.967857143
ENSG00000211677,IGLC2,1.040109201,0.015868436,0.139261202,11285.4,9186.92,17132.52,16353.65,18012.39,8851.3,10687.99,25712.14,3867.28,15069.41,10601.57,10427.53,10588.11,7482.13,8445.69,3884.8,7459.2,14596.94,21649,37761.14,19093.81,22341.76,40320.72,4999.12,8909.26,14580.09,7175.23,3007.46,11464.28357
ENSG00000070501,POLB,0.376709517,0.109540532,0.372410867,22.62,17.52,14.94,16.96,13.82,21.54,22.33,22,15.49,10.66,25.73,25.35,31.31,12.56,18.94,22.3,26.14,11.38,5.53,23.48,21.76,21.77,9.84,36.57,23.63,11.02,22.38,62.71,20.12285714
ENSG00000168283,BMI1,0.184021144,0.394349644,0.692401548,5.65,6.67,3.74,2.21,8.5,5.8,2.31,3.83,2.21,1.64,3.51,12.68,5.59,0,5.41,4.59,8.71,1.26,0,10.67,8.16,3.11,5.62,7.62,0,2.45,0,7.52,4.75452381
ENSG00000211679,IGLC3,0.644136296,0.169358317,0.465746116,115.92,118.44,92.47,106.95,122.24,71.26,95.48,110,95.13,146.78,125.16,107.75,145.36,95.9,89.27,109.53,75.52,78.4,47.03,138.76,112.45,100.55,113.89,137.91,164.58,120.03,113.51,119.14,113.382619
ENSG00000211683,AP000346.1,0.120021753,0.734724453,0.897960077,1.41,2.5,1.87,2.95,0,1.66,0.77,2.87,2.21,2.46,0,0,1.12,3.42,5.41,1.31,1.45,1.26,0,2.13,5.44,5.18,1.41,3.81,0.81,2.45,1.6,1.25,2.158095238
ENSG00000211685,IGLC7,0.549381018,0.308056699,0.620467875,2.83,0.83,0.93,2.21,2.13,3.31,1.54,4.78,1.11,4.1,0,6.34,5.59,3.42,0,1.31,0,2.53,0,8.54,1.81,1.04,0,0,1.63,2.45,0,5.02,1.842857143
ENSG00000211695,TRGV9,0.463643915,0.180725725,0.480169939,22.62,11.68,24.28,19.18,12.76,36.46,16.94,21.04,17.7,10.66,9.36,39.61,6.71,9.13,18.94,11.15,21.79,11.38,44.26,14.94,16.32,18.66,8.44,16.76,19.55,7.35,15.99,67.72,16.16833333
ENSG00000086967,MYBPC2,0.480365409,0.279944612,0.592920105,25.45,20.02,24.28,26.55,28.7,13.26,29.26,25.83,11.06,34.44,35.09,34.86,26.84,10.27,28.4,18.36,23.24,10.12,19.36,12.81,23.58,32.13,16.87,28.95,30.96,28.17,19.19,30.1,22.29857143
ENSG00000211710,TRBV4-1,0.047373018,0.91368962,0.970002181,0,1.67,1.87,0.74,0,1.66,0.77,0.96,0,1.64,0,1.58,0,3.42,1.35,1.97,0,0,0,0,2.72,0,0,1.52,0.81,0,0,5.02,1.256428571
ENSG00000211720,TRBV11-1,0.196297325,0.580903334,0.82216593,0,8.34,6.54,6.64,0,2.49,6.16,3.83,2.21,4.92,3.51,6.34,15.65,7.99,6.76,7.21,1.45,5.06,2.77,2.13,9.98,5.18,2.81,16.76,5.7,2.45,0,17.56,6.01
ENSG00000211721,TRBV6-5,0.122040134,0.697175094,0.880460552,7.07,10.01,14.01,10.33,6.38,9.94,11.55,15.3,15.49,11.48,11.7,19.01,5.59,11.42,18.94,10.49,21.79,36.67,19.36,38.43,6.35,31.1,19.69,6.86,17.11,17.15,44.77,13.8,14.35119048
ENSG00000211728,TRBV5-6,0.040270416,0.891372378,0.959950206,2.83,6.67,6.54,8.85,9.57,1.66,5.39,2.87,13.27,9.84,10.53,4.75,3.35,9.13,5.41,13.77,1.45,16.44,0,14.94,6.35,18.66,37.96,7.62,12.22,34.29,6.4,1.25,10.10595238
ENSG00000168288,MMADHC,0.686728612,0.000463212,0.026497194,11.31,4.17,5.6,5.16,6.38,4.97,3.85,15.3,5.53,9.02,8.19,1.58,5.59,1.14,6.76,2.62,8.71,3.79,2.77,2.13,9.07,3.11,2.81,12.19,8.96,6.12,12.79,20.07,5.942619048
ENSG00000252481,SCARNA13,0.366569209,0.250060603,0.561027487,111.68,63.39,89.66,94.41,66.96,92.81,66.22,80.35,125,107.42,91.24,85.56,80.51,68.5,104.15,106.91,52.28,69.55,60.86,70.45,78.9,148.23,239.03,150.1,139.32,146.98,134.3,71.49,93.13238095
ENSG00000211746,TRBV19,0.079067848,0.795708306,0.92500587,2.83,10.84,2.8,4.43,3.19,1.66,3.08,6.7,2.21,5.74,2.34,4.75,4.47,5.71,2.71,5.25,1.45,6.32,13.83,6.4,1.81,4.15,4.22,6.1,2.44,8.57,1.6,11.29,4.98452381
ENSG00000211749,TRBV23-1,0.491774923,0.184173294,0.484061116,1.41,3.34,1.87,2.95,1.06,0,3.08,0,2.21,1.64,4.68,3.17,3.35,0,0,5.25,1.45,0,0,0,0,3.11,0,4.57,3.26,0,1.6,8.78,2.213095238
ENSG00000087053,MTMR2,0.007158198,0.952954478,0.98647189,0,2.5,2.8,0,0,0,0,0,1.11,0,2.34,0,2.24,2.28,0,0.66,0,3.79,0,0,0,1.04,0,1.52,0.81,1.22,0,0,1.085238095
ENSG00000211751,TRBC1,0.026052883,0.921787442,0.973225527,2.83,1.67,0,0,0,0,0.77,0.96,0,0,1.17,0,4.47,2.28,1.35,0,0,3.79,2.77,4.27,0,1.04,4.22,0.76,0.81,0,1.6,0,1.086666667
ENSG00000171469,ZNF561,0.057894401,0.559577321,0.808547943,4786.72,2878.52,2951.47,3013.02,5687.73,5232.72,4193.57,5823.28,2899.35,3942.63,3543.21,4675.83,4358.69,3412.28,4252.6,2792.76,2628.73,3635.33,4727.59,17682.92,3848.69,4657.43,15109.73,2725.48,2881.76,7056.11,9918.7,1283,4554.03119
ENSG00000211764,TRBJ2-1,0.08878274,0.740892312,0.90062968,107.44,49.21,75.65,107.69,58.46,161.58,61.6,105.22,64.16,68.88,43.28,120.42,46.96,41.1,44.64,49.85,84.24,46.79,105.12,36.29,63.48,124.39,35.15,32,39.92,96.76,62.35,40.13,62.09333333
ENSG00000211765,TRBJ2-2,0.230937971,0.493200998,0.767783742,429.76,272.75,475.41,528.85,525.09,597.43,418.9,702.08,369.47,399.35,369.65,602.11,382.42,278.55,489.64,244.64,604.17,227.6,829.89,512.36,701.91,523.48,458.38,248.39,292.49,263.33,342.13,362.45,389.292381
ENSG00000211768,TRBJ2-4,0.094679761,0.791033022,0.923061003,63.62,86.75,100.87,98.84,61.65,92.81,96.25,77.48,70.8,78.72,79.54,99.82,62.62,75.35,119.03,123.31,56.64,87.25,66.39,57.64,83.43,45.61,43.59,92.96,134.43,68.59,71.94,214.46,85.68571429
ENSG00000087074,PPP1R15A,0.340836354,0.065069685,0.282794439,237.5,145.14,421.24,201.36,341.2,83.69,251.03,550.95,153.76,253.38,208.22,150.53,252.71,278.55,90.62,212.51,136.52,483.02,199.17,2002.48,307.42,1382.82,1605.74,282.68,560.55,500.95,1709.07,41.39,365.0821429
ENSG00000168297,PXK,0.43600796,0.0306937,0.192460863,1.41,2.5,1.87,3.69,3.19,0.83,4.62,6.7,2.21,2.46,5.85,3.17,0,4.57,1.35,1.31,1.45,0,2.77,4.27,7.25,10.37,1.41,0,4.89,7.35,3.2,3.76,3.196904762
ENSG00000252498,RNU6-1016P,0.152510228,0.54635755,0.802210011,94.72,45.88,74.72,91.46,89.29,115.18,102.41,99.48,115.04,89.38,84.22,137.85,59.26,78.77,77.1,81.33,117.64,88.51,82.99,64.05,124.24,112.99,68.9,98.29,101.03,53.89,115.11,173.07,90.31380952
ENSG00000211772,TRBC2,0.054399308,0.843295691,0.943484717,1.41,0.83,0,2.21,1.06,4.97,1.54,0,3.32,0.82,0,1.58,2.24,0,1.35,2.62,2.9,0,2.77,2.13,2.72,3.11,0,2.29,3.26,1.22,1.6,3.76,2.178333333
ENSG00000211777,TRAV3,0.150188844,0.6488466,0.854256933,8.48,15.85,6.54,9.59,13.82,2.49,3.08,4.78,14.38,14.76,15.21,1.58,13.42,9.13,12.17,19.02,2.9,16.44,2.77,6.4,9.07,10.37,12.65,36.57,17.11,24.5,17.59,8.78,14.94904762
ENSG00000087076,HSD17B14,0.086579525,0.810435433,0.930935925,8.48,5,18.68,8.11,17.01,14.09,6.16,8.61,6.64,8.2,12.87,11.09,10.06,2.28,8.12,5.9,21.79,10.12,41.49,12.81,17.23,5.18,8.44,0.76,9.78,6.12,14.39,18.81,10.4802381
ENSG00000168298,H1-4,1.188827862,0.000592399,0.029496509,31.1,4.17,14.94,13.28,19.13,25.69,14.63,33.48,4.42,6.56,5.85,38.03,6.71,5.71,10.82,3.28,37.76,2.53,33.2,19.21,29.93,3.11,5.62,2.29,6.52,7.35,3.2,17.56,11.47571429
ENSG00000211793,TRAV9-2,0.013387643,0.965158147,0.990261367,1.41,13.35,2.8,0.74,1.06,0,0.77,0,1.11,1.64,1.17,0,2.24,3.42,4.06,4.59,1.45,2.53,0,0,0.91,0,0,5.33,3.26,3.67,0,3.76,2.051904762
ENSG00000252516,RNA5SP82,0.403508529,0.211709943,0.518447213,18.38,34.2,37.36,29.5,11.69,20.72,22.33,19.13,47.57,35.26,44.45,20.6,40.25,36.53,35.17,65.59,14.52,49.31,19.36,12.81,10.88,32.13,29.53,56.38,42.37,40.42,62.35,33.86,37.63547619
ENSG00000087077,TRIP6,0.228783011,0.128166562,0.402133536,26.86,32.53,17.75,34.67,25.51,21.54,43.12,24.87,37.61,27.06,17.55,14.26,25.72,21.69,21.64,45.26,20.33,34.14,19.36,17.08,32.65,33.17,21.09,27.43,22,37.97,35.17,81.52,29.25904762
ENSG00000168300,PCMTD1,0.603096665,0.006712284,0.09082024,4.24,18.35,16.81,14.01,15.94,5.8,9.24,15.3,11.06,10.66,10.53,7.92,26.84,6.85,6.76,7.21,13.07,8.85,11.07,2.13,14.51,10.37,7.03,8.38,8.15,9.8,6.4,6.27,11.22809524
ENSG00000211796,TRAV16,0.017092878,0.956797091,0.987458257,4.24,0,0,1.48,1.06,0,0.77,0,0,1.64,1.17,7.92,0,0,0,0,5.81,0,0,0,1.81,1.04,0,2.29,1.63,0,1.6,6.27,1.115952381
ENSG00000211798,TRAV18,0.235160885,0.54947021,0.803556465,0,0.83,0.93,2.21,1.06,0,2.31,3.83,2.21,0.82,1.17,1.58,2.24,0,1.35,0.66,0,0,5.53,4.27,1.81,1.04,0,1.52,0,1.22,1.6,6.27,1.432619048
ENSG00000211799,TRAV19,0.187748976,0.586463527,0.82523171,0,3.34,2.8,1.48,0,2.49,1.54,0,0,1.64,0,0,0,1.14,1.35,0.66,1.45,0,2.77,2.13,3.63,2.07,1.41,2.29,0,1.22,0,0,1.281666667
ENSG00000211802,TRAV22,0.166923297,0.595288443,0.829071234,12.72,13.35,5.6,8.11,19.13,11.6,10.01,9.57,4.42,12.3,3.51,3.17,5.59,6.85,14.88,6.56,8.71,3.79,8.3,8.54,14.51,18.66,18.28,4.57,8.96,7.35,12.79,0,8.03
ENSG00000211804,TRDV1,0.117649439,0.792987033,0.923921789,9.9,2.5,12.14,4.43,2.13,4.14,6.93,2.87,2.21,4.92,2.34,3.17,4.47,5.71,5.41,2.62,17.43,6.32,11.07,21.35,2.72,16.59,9.84,3.81,3.26,8.57,27.18,15.05,6.489047619
ENSG00000168301,KCTD6,0.107110338,0.294689085,0.607191401,87.65,70.07,60.71,84.08,73.34,119.32,59.29,87.04,64.16,132.02,53.81,96.65,48.08,84.48,102.8,66.9,68.26,98.63,94.05,181.46,66.2,271.59,164.51,78.48,105.1,107.78,273.39,53.93,88.20095238
ENSG00000087085,ACHE,0.442758231,0.28575991,0.59842099,14.14,21.69,17.75,12.54,13.82,3.31,10.01,11.48,19.91,18.86,14.04,1.58,17.89,20.55,20.29,30.17,4.36,34.14,8.3,12.81,13.6,30.06,40.78,47.24,18.74,28.17,33.57,23.83,19.90333333
ENSG00000211812,TRAV26-2,0.358117416,0.261542921,0.573252404,91.89,109.27,110.21,57.53,145.62,64.63,77.77,137.74,86.28,78.72,45.62,87.15,93.93,68.5,83.86,61.65,53.74,164.38,132.78,168.65,94.31,58.05,146.23,89.15,105.92,126.16,94.33,30.1,90.3197619
ENSG00000211813,TRAV34,0.004137764,0.992518697,0.997637668,5.65,4.17,19.61,8.11,2.13,12.43,5.39,13.39,1.11,3.28,2.34,6.34,3.35,3.42,8.12,0.66,7.26,0,16.6,0,8.16,1.04,0,0.76,0,3.67,0,6.27,4.155952381
ENSG00000168303,MPLKIP,0.346231022,0.000863076,0.034415511,16.96,5.84,13.08,8.11,7.44,8.29,6.16,12.43,5.53,6.56,4.68,14.26,10.06,5.71,4.06,5.9,5.81,6.32,2.77,0,10.88,5.18,1.41,6.86,13.04,9.8,7.99,11.29,8.227857143
ENSG00000087086,FTL,0.081538111,0.673008746,0.8675464,0,3.34,3.74,0,2.13,1.66,0.77,1.91,0,0.82,1.17,0,2.24,1.14,2.71,3.28,0,0,0,0,2.72,3.11,1.41,2.29,0,1.22,0,5.02,1.459047619
ENSG00000211820,TRAV41,0.001054313,0.997426444,0.999740699,4.24,27.53,16.81,8.85,8.5,8.29,5.39,10.52,18.81,16.4,17.55,4.75,22.36,17.12,12.17,18.36,14.52,13.91,11.07,8.54,12.7,11.4,1.41,37.34,17.11,8.57,4.8,45.15,15.81238095
ENSG00000211821,TRDV2,1.503100968,0.010002272,0.111646105,70.68,68.4,69.12,56.79,83.97,82.86,63.14,77.48,53.1,27.06,63.17,101.41,52.55,30.82,64.93,40.66,168.47,48.05,132.78,72.58,64.39,44.57,56.24,44.95,36.66,28.17,38.37,99.08,59.85380952
ENSG00000165730,STOX1,0.330740997,0.55230624,0.805027237,4.24,6.67,8.41,2.95,6.38,4.14,5.39,9.57,12.17,7.38,9.36,6.34,6.71,5.71,4.06,3.94,4.36,7.59,2.77,4.27,2.72,6.22,1.41,7.62,8.96,14.7,4.8,5.02,6.955238095
ENSG00000165996,HACD1,0.573720658,0.020551532,0.158215862,2.83,3.34,5.6,8.11,0,5.8,0.77,3.83,6.64,1.64,7.02,7.92,2.24,4.57,0,0.66,7.26,6.32,8.3,0,6.35,2.07,0,3.81,6.52,1.22,6.4,12.54,4.032619048
ENSG00000168306,ACOX2,0.199022233,0.552953795,0.805341771,5.65,15.85,0.93,3.69,3.19,2.49,2.31,6.7,0,0,4.68,3.17,1.12,7.99,10.82,3.94,8.71,8.85,8.3,12.81,13.6,2.07,0,5.33,6.52,0,4.8,7.52,4.905
ENSG00000211829,TRDC,0.390824532,0.198032666,0.500396532,4.24,3.34,4.67,7.38,3.19,3.31,1.54,1.91,7.74,7.38,4.68,4.75,3.35,0,6.76,11.15,0,3.79,0,2.13,1.81,1.04,2.81,6.86,5.7,4.9,6.4,6.27,4.42
ENSG00000007341,ST7L,0.370205095,0.000117414,0.014104021,1447.61,1212.8,1591.55,860.02,1309.53,662.07,1128.09,753.74,1217.93,943.84,1603.75,1435.55,1300.45,1291.16,1160.54,1433.76,1488.65,1545.17,890.75,2587.43,718.23,1130.93,3719.08,1280.07,1161.01,1290.95,3948.93,686.02,1329.835476
ENSG00000211836,TRAJ54,0.138086662,0.772237733,0.916241373,19.79,37.54,18.68,12.54,13.82,9.11,10.78,20.09,18.81,17.22,9.36,4.75,23.48,14.84,10.82,20.99,10.17,18.97,13.83,10.67,9.98,18.66,30.93,24.38,30.15,26.95,33.57,23.83,20.16690476
ENSG00000100442,FKBP3,0.466010399,0.000986795,0.036442801,1494.26,1261.18,1434.64,1132.92,1178.79,1116.15,1102.68,1326.69,1783.19,1621.99,1916.07,1830.09,1464.82,1158.74,1706.99,2034.55,717.45,3487.38,1269.73,2595.97,1265.06,1967.46,3006.2,2403.94,2353.8,1933.97,1972.87,1541.35,1675.755
ENSG00000211850,TRAJ39,0.070500053,0.863455211,0.950918904,12.72,7.51,17.75,2.95,3.19,19.06,0.77,7.65,3.32,6.56,9.36,17.43,6.71,2.28,12.17,5.25,10.17,7.59,35.96,21.35,13.6,10.37,18.28,8.38,8.96,15.92,6.4,22.57,8.697619048
ENSG00000211851,TRAJ38,0.347972579,0.393502032,0.69187279,9.9,5.84,12.14,12.54,10.63,3.31,6.16,6.7,4.42,9.84,16.38,9.51,5.59,2.28,4.06,6.56,5.81,15.17,2.77,4.27,5.44,15.55,8.44,6.86,14.67,7.35,9.59,8.78,7.712619048
ENSG00000168310,IRF2,0.268528795,0.137292419,0.415801621,0,1.67,0.93,0.74,0,0,0,5.74,0,3.28,0,1.58,3.35,0,1.35,2.62,2.9,3.79,0,0,3.63,0,1.41,0,1.63,0,0,2.51,1.235238095
ENSG00000211858,TRAJ31,0.319725964,0.399400009,0.696489162,5.65,5,9.34,3.69,6.38,7.46,10.01,7.65,8.85,8.2,5.85,14.26,3.35,3.42,2.71,4.59,8.71,3.79,5.53,6.4,8.16,5.18,11.25,2.29,7.33,6.12,0,7.52,6.074047619
ENSG00000252577,SCARNA20,0.215291546,0.320000875,0.630267639,706.84,567.2,741.6,763.4,654.76,895.74,817.77,677.21,787.61,660.11,714.73,941.19,560.21,433.81,554.57,413.21,959.99,459,755.2,301.01,922.27,650.98,511.81,475.45,507.59,587.91,484.42,708.6,635.072381
ENSG00000087095,NLK,0.284938913,0.023720369,0.16931884,8.48,8.34,10.27,6.64,13.82,8.29,3.85,13.39,3.32,4.92,7.02,4.75,5.59,2.28,12.17,9.18,5.81,2.53,13.83,8.54,7.25,7.26,2.81,4.57,5.7,6.12,3.2,7.52,5.515714286
ENSG00000211871,TRAJ18,0.17996206,0.68133788,0.872188472,0,3.34,0.93,1.48,0,3.31,4.62,0,1.11,4.1,3.51,3.17,1.12,3.42,4.06,4.59,0,2.53,0,0,1.81,2.07,2.81,3.81,0.81,3.67,3.2,2.51,2.303333333
ENSG00000211873,TRAJ16,0.056457309,0.895131252,0.961842459,7.07,3.34,7.47,2.95,3.19,4.14,1.54,2.87,2.21,4.1,5.85,6.34,3.35,4.57,8.12,8.53,5.81,2.53,0,2.13,4.53,4.15,2.81,7.62,10.59,0,6.4,6.27,4.498809524
ENSG00000087116,ADAMTS2,2.535640192,0.005917966,0.085614669,25.45,5,3.74,3.69,43.58,8.29,3.08,7.65,6.64,4.1,2.34,1.58,5.59,12.56,9.47,6.56,4.36,6.32,5.53,91.8,9.07,10.37,28.12,3.05,8.15,19.6,23.98,7.52,10.65428571
ENSG00000211884,TRAJ5,0.517738306,0.30115973,0.614119737,5.65,1.67,2.8,3.69,0,4.97,1.54,1.91,1.11,1.64,1.17,1.58,1.12,2.28,1.35,1.31,5.81,5.06,0,0,1.81,3.11,0,2.29,1.63,1.22,0,3.76,1.87047619
ENSG00000237886,NALT1,0.091758579,0.74077721,0.90062968,3518.65,3323.11,3562.31,2954.01,3336.53,2857.9,2813.68,3169.9,3675.9,4020.53,3350.2,2986.76,3577.08,3332.37,3861.7,3144.97,2823.34,4067.77,3444.03,4621.94,3122.3,4327.79,3868.12,3741.91,4306.75,4256.2,5207.16,2948.51,3591.422381
ENSG00000211885,TRAJ4,0.0587588,0.888437712,0.958458279,2.83,0.83,2.8,8.85,5.31,1.66,0,1.91,2.21,1.64,4.68,12.68,1.12,1.14,4.06,1.97,2.9,6.32,2.77,0,2.72,4.15,5.62,0.76,1.63,9.8,9.59,0,3.696666667
ENSG00000211886,TRAJ3,0.502101874,0.196508893,0.499192227,4.24,2.5,6.54,4.43,10.63,0.83,7.7,3.83,6.64,7.38,2.34,4.75,4.47,2.28,1.35,1.97,1.45,0,0,17.08,9.98,11.4,7.03,7.62,5.7,8.57,14.39,2.51,4.731666667
ENSG00000211887,TRAJ2,0.357225229,0.310151107,0.622078636,0,33.36,12.14,14.01,0,13.26,14.63,5.74,9.96,1.64,24.57,9.51,10.06,13.7,13.53,34.11,21.79,3.79,2.77,0,8.16,5.18,0,33.53,8.96,8.57,6.4,81.52,13.91547619
ENSG00000211888,TRAJ1,0.316066909,0.4008133,0.697375917,4.24,6.67,9.34,5.16,20.2,12.43,4.62,6.7,9.96,13.12,10.53,9.51,16.77,15.98,5.41,10.49,8.71,11.38,19.36,29.89,9.07,11.4,53.43,12.95,14.67,19.6,6.4,8.78,12.19857143
ENSG00000211890,IGHA2,0.805090691,0.058385844,0.267021524,11.31,5.84,10.27,14.75,3.19,5.8,17.71,10.52,8.85,13.12,14.04,3.17,12.3,13.7,6.76,15.09,7.26,22.76,2.77,2.13,14.51,6.22,8.44,12.95,28.52,8.57,3.2,10.03,12.52904762
ENSG00000211892,IGHG4,1.317559299,0.008932681,0.106067885,1.41,0,0.93,0,1.06,1.66,0.77,0.96,1.11,0.82,1.17,0,0,1.14,0,3.94,0,0,0,0,0,0,0,0,0.81,0,0,2.51,1.049285714
ENSG00000211893,IGHG2,0.866368423,0.04441209,0.233070406,0,0,0,1.48,1.06,1.66,2.31,1.91,1.11,1.64,1.17,0,0,0,0,1.31,0,0,0,2.13,0.91,4.15,2.81,0.76,4.89,1.22,0,1.25,1.250952381
ENSG00000211895,IGHA1,0.350662596,0.415606409,0.709422011,0,0.83,1.87,1.48,0,0,0,1.91,4.42,0.82,0,0,0,0,1.35,0.66,0,0,0,2.13,1.81,4.15,1.41,0.76,1.63,0,3.2,1.25,0.913809524
ENSG00000211896,IGHG1,2.282511303,8.99E-05,0.012445689,9.9,8.34,9.34,6.64,7.44,6.63,12.32,9.57,2.21,4.92,1.17,23.77,6.71,1.14,4.06,1.31,7.26,6.32,22.13,17.08,5.44,17.62,18.28,5.33,11.41,3.67,17.59,17.56,8.12452381
ENSG00000211897,IGHG3,0.898309709,0.076468505,0.306303952,5.65,14.18,3.74,9.59,5.31,4.14,13.09,14.35,7.74,6.56,12.87,6.34,7.83,10.27,8.12,8.53,4.36,2.53,5.53,4.27,9.98,5.18,5.62,5.33,8.96,8.57,1.6,25.08,9.140238095
ENSG00000211899,IGHM,0.035312713,0.920849211,0.972632562,89.06,45.88,30.82,38.35,31.89,48.89,43.12,34.43,12.17,28.7,32.75,66.55,33.55,28.54,59.51,13.12,69.71,24.02,52.56,25.62,58.04,41.46,29.53,25.14,37.48,29.4,14.39,60.2,37.62809524
ENSG00000211900,IGHJ6,0.237185302,0.441574369,0.730746339,9.9,2.5,3.74,2.95,8.5,9.94,10.78,7.65,4.42,3.28,2.34,4.75,4.47,3.42,12.17,9.18,8.71,3.79,5.53,29.89,1.81,11.4,8.44,3.81,2.44,6.12,6.4,2.51,6.036666667
ENSG00000211930,IGHD3-3,0.359394574,0.433144873,0.724205679,1.41,4.17,3.74,1.48,2.13,0.83,0.77,0,1.11,0,2.34,4.75,3.35,0,0,3.94,1.45,2.53,0,0,1.81,1.04,1.41,3.81,0.81,0,0,1.25,1.76952381
ENSG00000087152,ATXN7L3,0.094510912,0.308929974,0.621378717,84.82,41.71,77.52,95.89,75.47,97.78,56.21,88,26.55,43.46,46.79,133.1,39.14,13.7,48.69,32.79,56.64,64.49,188.11,130.23,94.31,60.12,111.08,42.67,62.74,40.42,97.52,132.94,58.79809524
ENSG00000168374,ARF4,0.298913863,0.012712082,0.125547005,5.65,0.83,6.54,2.21,4.25,0.83,1.54,0,9.96,3.28,7.02,4.75,0,2.28,1.35,4.59,2.9,2.53,0,0,2.72,5.18,1.41,0.76,5.7,2.45,1.6,2.51,2.984761905
ENSG00000211933,IGHV6-1,0.822440194,0.044073627,0.232060448,11.31,7.51,14.01,13.28,5.31,11.6,8.47,13.39,13.27,20.5,28.07,25.35,7.83,5.71,13.53,8.53,18.88,22.76,24.9,29.89,2.72,24.88,26.72,12.19,12.22,17.15,6.4,26.34,14.21714286
ENSG00000211934,IGHV1-2,0.681880851,0.180943634,0.48021534,26.86,11.68,4.67,5.16,13.82,0.83,6.93,4.78,14.38,9.02,19.89,12.68,12.3,11.42,6.76,9.84,7.26,3.79,5.53,10.67,8.16,18.66,12.65,21.33,12.22,19.6,103.92,8.78,13.28166667
ENSG00000211937,IGHV2-5,0.388890739,0.299991405,0.612814319,2.83,1.67,1.87,2.95,2.13,0,1.54,0.96,3.32,1.64,2.34,1.58,0,0,2.71,1.31,1.45,3.79,5.53,4.27,0.91,4.15,1.41,2.29,5.7,0,1.6,0,1.921904762
ENSG00000211938,IGHV3-7,0.476116359,0.145018056,0.428092308,57.96,7.51,35.49,11.06,57.4,8.29,9.24,81.3,2.21,22.14,1.17,38.03,1.12,6.85,16.23,7.21,4.36,17.7,11.07,49.1,16.32,13.48,25.31,1.52,5.7,13.47,23.98,12.54,17.63
ENSG00000211941,IGHV3-11,0.928158838,0.007619736,0.097116952,5.65,0.83,5.6,11.06,2.13,4.14,6.16,1.91,0,0.82,3.51,7.92,2.24,3.42,10.82,5.25,14.52,1.26,11.07,0,4.53,0,0,7.62,2.44,0,4.8,23.83,5.00547619
ENSG00000211942,IGHV3-13,1.512435622,0.000807086,0.033961724,15.55,4.17,4.67,4.43,8.5,8.29,6.16,11.48,3.32,7.38,4.68,7.92,5.59,1.14,8.12,1.97,13.07,11.38,11.07,4.27,7.25,12.44,14.06,3.05,2.44,7.35,15.99,2.51,6.183809524
ENSG00000211943,IGHV3-15,0.37853444,0.316011406,0.62639721,1.41,3.34,2.8,1.48,3.19,2.49,2.31,2.87,6.64,3.28,2.34,1.58,3.35,0,1.35,2.62,1.45,3.79,0,4.27,1.81,0,11.25,1.52,6.52,11.02,0,5.02,3.13952381
ENSG00000211945,IGHV1-18,0.137957528,0.744895667,0.902656268,15.55,5.84,2.8,1.48,6.38,3.31,4.62,6.7,4.42,3.28,2.34,1.58,8.95,1.14,1.35,1.97,1.45,1.26,2.77,17.08,8.16,9.33,11.25,3.05,1.63,4.9,15.99,0,4.607857143
ENSG00000168385,SEPTIN2,0.119359123,0.189100614,0.490341775,114.51,133.46,175.59,186.61,107.36,91.98,147.85,192.26,129.43,123.82,190.67,150.53,99.52,113.02,123.09,117.4,113.28,110.01,96.82,121.69,200.41,126.46,146.23,89.91,134.43,121.26,79.94,121.65,139.3745238
ENSG00000087157,PGS1,0.599833613,0.010943744,0.115600225,2.83,0.83,0,1.48,2.13,0.83,5.39,5.74,3.32,0.82,3.51,6.34,2.24,0,2.71,5.9,1.45,1.26,0,4.27,0,1.04,0,2.29,6.52,2.45,1.6,1.25,2.647857143
ENSG00000211947,IGHV3-21,1.182546596,0.003586226,0.066068538,2.83,4.17,5.6,2.95,3.19,2.49,4.62,3.83,3.32,0.82,1.17,0,3.35,1.14,4.06,2.62,1.45,1.26,5.53,0,0.91,2.07,1.41,5.33,5.7,3.67,3.2,2.51,3.808095238
ENSG00000211949,IGHV3-23,0.56809656,0.074748202,0.302821681,1.41,1.67,0,0.74,1.06,0.83,0.77,2.87,0,0.82,0,3.17,2.24,2.28,1.35,1.97,0,2.53,0,6.4,0,7.26,9.84,1.52,0.81,0,3.2,1.25,1.481428571
