,gene_symbol,log2fold.FLU_vs_HC,p.FLU_vs_HC,p.adj.FLU_vs_HC,HC_1,HC_2,HC_3,HC_4,HC_5,HC_6,HC_7,HC_8,HC_9,HC_10,HC_11,HC_12,HC_13,HC_14,FLU_1,FLU_2,FLU_3,FLU_4,FLU_5,FLU_6,FLU_7,FLU_8,FLU_9,FLU_10,FLU_11,FLU_12,FLU_13,FLU_14,mean
ENSG00000267262,AC011444.2,0.362791284,0.31564246,0.481741518,960.37,913.66,711.42,1006.94,746.71,778.93,783.88,707.88,1039.39,957.97,880.76,787.85,1123.66,782.89,826.44,856.59,1375.36,618.32,1040.13,518.77,855.16,832.39,445.73,789.37,677.87,856.14,1063.17,1625.38,893.8919048
ENSG00000267265,AC011476.3,0.117630608,0.638003525,0.763398697,324,259.48,243.92,357.43,263.83,286.89,232.39,411,573.87,124.07,111.15,165.15,108.41,79.01,453.12,535.2,259.97,464.06,470.27,454.72,134.21,417.75,482.29,575.27,448.11,669.97,502.01,882.92,344.7411905
ENSG00000267270,PARD6G-AS1,0.995517848,0.005862271,0.024899422,1350.56,947.75,4122.19,3048.06,5050.32,2069.94,4917.19,1634.89,944.08,2401.99,1046.33,1918.18,1276.37,4781.71,1017.16,2233.29,4727.36,2606.06,3634.91,5038.23,4284.89,4819.14,8028.71,1337.21,2317.95,2775.41,3480.5,776.32,3277.784286
ENSG00000240219,AL512306.2,0.798327781,3.74E-05,0.000446244,3462.92,2648.64,2508.27,3149.5,1899.57,3489.16,3185.25,1908.56,2541.29,1251.64,2029.81,2378.44,2972.23,2991.49,3366.64,2311.99,5893.58,3052.41,9640.53,5589.02,4175.16,7622.09,8685.35,2102.21,3525.41,4152.09,6561.3,3854.01,4301.804286
ENSG00000267272,LINC01140,1.149684859,2.26E-06,4.78E-05,3507.05,2738.79,3607.25,3032.4,3061.21,2577.2,4208.46,3061.77,2611.52,2912.39,3363.6,2898.93,2289.74,3101.02,3071.77,2420.87,2267.1,4668.39,2957.17,8078.25,2917.35,5630.79,8260.71,2307.93,3498.52,3745.46,6708.39,579.42,3372.741905
ENSG00000267274,AC008770.3,1.617771836,0.031941088,0.091151031,2434.03,2079.11,1836.15,1901.55,2093.84,1620.37,2034.86,1122.92,1557.08,1970.91,2236.78,1859.3,1991.86,2612.61,1889.59,1513.13,3793.5,2101.54,9303.04,9278.04,4731.96,7965.21,12379.12,1430.93,1636.01,3460.08,3119.18,1749.54,3375.429048
ENSG00000166348,USP54,0.284542042,0.533350797,0.681731758,7552.93,5527.06,7818.87,4547.24,6662.07,3937.93,6296.5,6555.74,3804.41,3750.22,5705.39,7588.8,5080.98,4790.69,4715.19,5519.27,5604.57,12831.76,9881.2,15932.35,8068.28,11105.06,19694.95,6122.99,8233.83,4976.39,19209.08,1506.24,7184.582619
ENSG00000074276,CDHR2,0.209270784,0.051046272,0.129333293,37.16,24.19,20.33,18.38,11.99,32.05,25.44,15.15,24.08,14.13,29.13,21.66,12.25,14.36,10.82,22.96,8.71,35.4,0,12.81,9.07,21.77,19.69,18.29,8.96,40.42,19.19,7.52,18.06809524
ENSG00000267279,AC090409.1,0.064606621,0.671442345,0.788750263,341.41,373.82,407.88,411.9,436.52,367.03,402.35,461.49,429.4,416.95,396.3,475.15,425.14,369.9,258.35,419.77,190.26,364.16,157.68,213.48,251.2,294.39,340.27,413.74,422.85,361.32,282.98,161.79,325.7230952
ENSG00000267281,ATF7-NPFF,0.098949976,0.729382649,0.830704612,167.22,180.31,246.63,201.52,225.45,198.74,232.39,286.79,329.07,169.61,110.38,181.39,142.34,142.75,217.77,272.19,167.02,298.41,196.41,215.62,87.96,248.78,227.78,262.87,247.68,295.18,257.4,130.43,198.5640476
ENSG00000101972,STAG2,0.398514676,0.059073502,0.144209007,25.55,13.19,16.26,21.11,18.39,44.08,6.94,20.2,33.11,29.05,11.5,13.54,32.99,8.98,17.58,38.7,11.62,25.29,11.07,8.54,16.32,4.15,15.47,32.76,18.74,14.7,1.6,46.4,18.59333333
ENSG00000240225,ZNF542P,1.003984499,4.54E-06,8.26E-05,1640.88,1836.12,1454.01,1352.8,1350.32,1784.65,1414,1163.31,1598.21,1821.72,1802.15,1564.19,1862.71,1562.18,2261.56,1291.44,3831.27,1266.99,4987.62,2156.19,2154.69,2281.55,1712.6,1399.69,1532.54,2339.38,2460.49,3068.91,2091.167381
ENSG00000267288,AC138150.2,0.440763195,0.009033311,0.034918318,903.47,702.57,693.81,501.77,634.79,536.92,635.89,417.05,476.55,641.53,682.99,769.57,714.54,1052.23,913.01,463.05,1533.67,1048.24,1925.34,2169,1720.3,1330.99,1642.3,604.22,588.25,801.02,572.36,800.15,962.5152381
ENSG00000172954,LCLAT1,0.458800745,0.086015314,0.189548722,18.58,6.6,6.78,6.13,2.4,8.01,8.09,13.13,6.02,1.57,5.37,9.48,8.48,3.59,9.47,20.99,1.45,2.53,8.3,6.4,0.91,4.15,4.22,19.81,11.41,0,3.2,15.05,6.561904762
ENSG00000267296,CEBPA-DT,0.259177843,0.019473276,0.062708102,567.86,543.14,487.83,535.81,491.68,664.33,597.74,644.26,610.99,454.64,540.41,553.66,456.25,486.61,454.48,665.72,598.36,450.15,464.74,296.74,376.34,399.09,417.61,784.8,546.7,360.09,473.23,924.31,517.8719048
ENSG00000100038,TOP3B,0.264874916,0.179638766,0.322373345,31.35,47.28,40.65,20.42,39.17,37.66,32.37,31.3,33.11,43.97,68.99,64.98,47.13,56.56,40.58,30.17,82.78,74.6,38.73,172.92,72.55,123.35,299.49,67.05,75.77,94.31,86.33,35.12,65.2597619
ENSG00000101974,ATP11C,0.380829903,0.347043404,0.513565208,26.71,32.98,24.39,18.38,37.58,28.85,10.41,54.53,44.14,40.05,43.69,61.59,29.22,12.57,31.11,51.16,58.09,30.35,69.16,78.99,45.34,62.2,126.55,81.53,43.18,22.05,39.97,92.81,48.41714286
ENSG00000267309,AC092295.2,1.80624873,2.47E-08,1.36E-06,347.22,404.61,425.5,383.31,330.19,378.25,280.95,461.49,568.86,398.89,385.57,415.58,519.41,375.28,359.79,575.21,614.34,304.74,384.51,172.92,370,350.37,219.35,496.79,399.23,347.84,326.15,1207.75,432.3045238
ENSG00000267312,AC015911.4,0.352371664,0.70676802,0.813825729,512.12,623.4,550.17,785.67,725.93,645.9,561.9,737.17,559.83,734.18,698.32,635.56,692.86,661.68,554.57,668.35,512.67,537.4,387.28,232.7,502.4,392.87,239.03,604.98,536.1,412.76,407.68,541.79,565.1954762
ENSG00000267317,AC027307.2,1.466301947,0.000221652,0.001852102,254.32,122.04,48.78,104.17,79.95,189.12,86.71,145.41,275.9,67.53,60.56,130.63,280.91,120.31,135.26,193.49,65.36,48.05,152.15,10.67,152.35,96.4,74.52,207.25,61.11,3.67,35.17,494.14,125.4035714
ENSG00000267321,SNHG30,2.127459413,6.58E-07,1.79E-05,2775.45,2657.43,3223.76,2325.02,2234.55,3041.2,2558.6,2075.18,1979.46,2480.52,2853.08,2058.97,2203.01,2331.6,3335.53,1738.75,5152.89,2875.39,4221.36,6363.97,3824.2,3056.92,4905.81,1958.96,2289.44,3104.88,3520.47,1720.7,3011.24119
ENSG00000267322,SNHG22,0.767640366,1.40E-05,0.00020207,12.77,24.19,24.39,22.47,18.39,11.22,2.31,12.12,36.12,7.07,16.1,27.75,24.51,5.39,10.82,38.7,10.17,7.59,13.83,0,2.72,8.29,4.22,33.53,37.48,2.45,20.78,5.02,16.5702381
ENSG00000073050,XRCC1,0.507405685,3.05E-05,0.000377938,1018.44,498.06,349.61,481.34,506.87,622.66,678.67,841.18,738.41,482.91,448.43,563.14,741.88,617.69,396.31,714.91,261.42,414.74,163.21,166.52,333.72,179.33,177.17,538.69,531.21,169.02,444.45,549.32,458.5135714
ENSG00000267336,EIF4A2P1,0.100884779,0.093091054,0.200928743,389.03,660.78,289.99,215.14,103.13,437.55,176.89,147.43,76.25,161.76,368.71,96.79,225.3,248.69,246.17,119.37,896.09,233.93,179.81,326.63,497.86,86.04,74.52,64,82.29,85.74,468.44,313.54,286.7766667
ENSG00000172965,MIR4435-2HG,0.316809038,0.08597602,0.189494563,2482.81,2345.18,2880.92,4048.19,2103.43,3376.17,2631.44,3087.01,2916.51,2648.55,1752.32,2174.71,2317.08,2348.66,2181.76,3213.83,2140.74,1867.61,1684.67,619.11,1953.36,2422.53,998.32,2973.87,1964.35,1871.5,7491.78,3302.18,2469.914524
ENSG00000267348,GEMIN7-AS1,0.838122451,0.00037602,0.002822704,1.16,6.6,0,4.08,7.2,8.01,10.41,12.12,2.01,2.36,3.07,11.51,10.37,10.77,10.82,1.97,0,3.79,0,4.27,7.25,0,1.41,20.57,8.15,2.45,4.8,23.83,6.019047619
ENSG00000240230,COX19,0.162178416,0.05553441,0.137657341,810.57,777.33,886.23,645.42,797.08,771.72,902.97,829.06,626.04,671.36,736.65,703.24,594.82,673.35,926.54,769.35,907.71,871.21,1103.75,2053.72,521.44,811.66,1348.43,771.85,940.22,1169.69,1339.76,308.52,839.9711905
ENSG00000101986,ABCD1,0.019178584,0.906505507,0.94535511,4497.62,2389.16,4891.88,4712,2829.36,4932.43,3240.74,3888.81,2976.71,3959.09,2323.4,3116.2,3024.08,3063.31,3945.56,3019.69,5680.09,5156.47,6522.92,4880.26,7586.74,10506.94,3496.92,3953.73,4453.41,2475.33,17629.51,3249.51,4744.264048
ENSG00000172967,XKR3,0.177128916,0.649410709,0.772275437,3608.08,3678.85,4458.25,4038.66,5847.4,7523.25,5846.75,3419.24,2789.1,4287.31,3637.25,4919.32,3897.93,7145.63,6200.36,4213.4,6338,12399.31,10722.15,19990.69,11460.82,13292.28,16601.58,4437.57,8648.54,5274.02,17140.29,4091.04,7256.090238
ENSG00000240233,RN7SL587P,0.200289378,0.095419459,0.20471898,2437.52,2847.64,2853.82,3073.25,2812.57,3146.17,2310.03,2861.82,2930.56,3390.59,3082.28,2861.03,2780.87,2733.82,1685.35,2840.64,1957.75,2511.22,1231,1635.29,2158.31,1092.57,805.68,2518.99,1710.97,995.77,1835.37,1787.17,2263.008333
ENSG00000267385,AC011498.4,0.51467701,0.005016888,0.022114841,19.74,29.69,35.23,42.21,26.38,32.05,30.06,50.49,37.12,47.9,39.86,37.23,42.42,58.36,40.58,26.89,40.67,27.82,47.03,0,54.41,4.15,12.65,38.86,52.14,1.22,6.4,169.31,34.36880952
ENSG00000267390,AC036176.1,0.023423695,0.872044991,0.925332837,15.1,16.49,14.91,27.23,18.39,14.42,18.5,27.27,5.02,27.48,19.93,27.07,27.34,17.96,13.53,9.18,17.43,44.26,16.6,14.94,20.86,14.51,63.27,11.43,26.07,13.47,9.59,27.59,21.66380952
ENSG00000267416,AC025048.4,0.038195638,0.612011997,0.743906109,60.39,61.57,52.85,55.15,60.76,33.66,54.34,72.71,66.22,37.69,68.99,48.06,54.67,83.5,52.75,61.65,50.83,85.98,33.2,74.72,81.62,61.16,61.87,49.53,60.29,58.79,60.75,63.96,57.78619048
ENSG00000102001,CACNA1F,0.235302463,0.022249803,0.069367667,634.06,646.49,712.78,746.19,634.79,718.03,667.11,658.4,638.08,652.52,724.38,648.42,554.29,525.22,543.75,567.34,543.17,862.36,492.4,582.81,425.31,956.78,791.62,585.94,622.47,825.52,877.72,462.78,640.8088095
ENSG00000267430,AC036176.2,0.204820381,0.083030576,0.184799284,44.13,70.37,66.4,82.38,66.36,56.1,45.09,85.83,75.25,92.66,52.89,74.45,74.47,62.85,56.81,89.2,37.76,75.87,8.3,14.94,42.62,23.84,15.47,64,52.14,58.79,23.98,67.72,53.56
ENSG00000267453,CLEC4O,0.51378691,0.002226726,0.011565712,513.28,540.94,521.71,454.79,394.94,524.1,453.22,683.65,708.31,211.22,149.48,251.11,128.2,139.16,634.37,637.52,274.49,634.76,398.35,465.4,84.34,391.83,427.45,595.08,515.73,601.38,735.43,324.83,411.542381
ENSG00000267461,AC079210.1,0.542609395,2.80E-06,5.68E-05,42.97,19.79,9.49,28.59,15.99,35.26,17.34,30.29,26.09,10.21,29.9,30.46,23.57,8.98,17.58,43.29,11.62,13.91,8.3,125.96,24.49,14.51,21.09,41.91,26.07,3.67,19.19,13.8,23.37357143
ENSG00000237135,DDX10P1,3.129190517,1.76E-06,3.89E-05,336.77,336.44,314.38,360.16,309.4,326.96,321.42,427.15,535.75,356.49,285.92,328.95,362.93,268.44,472.06,466.33,365.99,336.35,459.2,307.42,255.73,448.85,347.3,511.26,429.37,453.18,525.99,639.62,384.6540476
ENSG00000240288,GHRLOS,0.348558746,0.053875373,0.134672744,51.1,12.09,6.78,24.51,15.19,24.84,1.16,26.26,24.08,67.53,55.96,15.57,25.45,17.96,5.41,18.36,11.62,7.59,11.07,10.67,3.63,13.48,1.41,4.57,14.67,6.12,20.78,12.54,16.98571429
ENSG00000267470,ZNF571-AS1,0.708455462,9.16E-06,0.000143821,26.71,78.06,16.26,25.19,29.58,52.89,19.65,58.57,80.26,29.84,18.4,35.87,69.76,26.04,21.64,53.78,21.79,36.67,8.3,0,19.95,4.15,14.06,52.57,20.37,4.9,25.58,20.07,31.61261905
ENSG00000102003,SYP,0.036658083,0.859507519,0.917092921,1.16,2.2,0,1.36,0,0.8,3.47,2.02,0,0.79,0.77,1.35,3.77,0,1.35,2.62,24.69,5.06,0,0,1.81,1.04,1.41,0.76,0.81,0,3.2,13.8,2.428809524
ENSG00000267474,AC008569.2,0.133881777,0.387773241,0.553360108,1055.6,1026.91,1019.03,1028.73,1127.27,938.4,1053.27,1288.53,1329.34,1116.59,951.28,1051.82,1034.11,904.09,938.71,1195.68,543.17,1354.24,644.55,1248.88,547.74,1072.88,1001.13,1272.45,1305.22,1282.37,1336.56,869.13,981.677619
ENSG00000267475,AC008736.1,2.527259833,2.40E-09,2.07E-07,965.02,805.92,798.15,842.86,673.96,735.66,776.95,906.82,856.8,268.55,248.36,355.34,226.24,188.54,1118.61,896.59,932.4,840.87,1319.52,1844.51,289.29,1206.6,2955.58,831.28,871.78,1238.28,1795.41,698.56,834.3383333
ENSG00000267480,AP001542.3,0.536290227,0.099844844,0.211430344,61.55,64.87,62.33,62.64,70.35,59.3,79.78,101.99,56.18,74.6,62.86,93.4,99.92,67.34,55.46,108.22,39.21,27.82,33.2,17.08,65.29,32.13,21.09,122.67,49.7,34.29,17.59,129.18,63.29380952
ENSG00000267481,AC011477.1,0.031638505,0.879235268,0.929782631,903.47,869.69,878.1,870.1,841.05,918.37,854.41,892.68,967.16,811.13,748.91,752.65,848.4,713.75,983.35,903.15,1073.28,759.94,1081.62,727.98,701,939.16,704.45,954.72,893.78,965.15,1274.21,1091.11,890.9009524
ENSG00000010539,ZNF200,0.132980951,0.382353939,0.548422559,1043.99,1059.89,1557,1520.28,1048.12,969.66,960.78,1161.29,1103.6,1001.16,1566.82,806.8,948.32,968.73,991.46,1132.06,421.18,1255.61,586.45,1746.3,951.29,1745.63,1224.69,1141.39,1693.04,1159.89,2486.07,366.21,1107.439286
ENSG00000102007,PLP2,0.763450201,0.000245046,0.002002039,263.61,231.99,272.37,309.78,334.18,300.51,256.67,338.29,384.25,327.44,344.95,344.51,290.34,288.2,215.06,318.1,174.28,354.05,254.5,273.26,194.07,307.87,213.72,353.54,328.34,376.02,620.32,155.51,279.9121429
ENSG00000267503,AP005131.3,0.045496703,0.682428914,0.797111144,1.16,1.1,1.36,1.36,0.8,2.4,0,1.01,0,0,0,1.35,0.94,0,1.35,1.31,0,0,2.77,2.13,1.81,2.07,0,1.52,0.81,0,0,0,1.08047619
ENSG00000267510,AC011451.1,0.308728424,0.013674382,0.047877998,1.16,3.3,2.71,2.04,0.8,0,0,3.03,1,1.57,4.6,2.71,2.83,4.49,0,1.97,4.36,7.59,0,0,2.72,3.11,0,4.57,0.81,2.45,1.6,0,2.306428571
ENSG00000267523,AC008735.2,0.126759487,0.713402364,0.818513596,1048.63,1258.9,1177.57,1151.28,1060.11,1043.38,1107.61,1139.07,1265.13,1329.38,1142.92,1114.77,1292.4,1276.68,940.06,1099.26,1145.89,1028.01,741.37,418.43,877.83,768.12,413.39,898.33,725.94,903.91,541.98,1513.76,994.0409524
ENSG00000102010,BMX,0.188574434,0.744834206,0.841268633,533.03,474.97,681.61,368.33,433.32,268.46,543.4,427.15,363.18,442.08,328.85,498.84,466.62,526.11,528.87,525.36,399.39,330.02,713.7,277.53,408.08,278.84,305.12,351.26,560.55,622.2,140.69,618.3,478.1090476
ENSG00000267533,AP002414.4,0.045087651,0.727879259,0.829623482,2669.77,2515.6,2772.52,2009.12,2475.99,2489.05,2940.14,2596.24,2345.65,2633.63,2575.59,2126.65,2226.58,2792.17,2514.5,2317.24,2047.8,2399.95,1925.34,3027.21,1807.36,2151.97,2689.83,2115.92,2206.33,2476.56,2147.13,1283,2337.295238
ENSG00000267534,S1PR2,0.042322391,0.746928354,0.842785742,1745.4,2839.95,2737.28,2958.19,2823.77,2614.07,1990.92,2977.95,2475.07,2866.06,2493.57,2360.16,2405.69,2017.37,1817.91,2056.85,1381.17,1900.49,1156.31,1297.99,1195.23,2110.51,1138.92,2176.88,1952.95,2350.4,3550.84,830.25,2012.274286
ENSG00000267546,AC015802.4,0.379701436,0.003783826,0.017641441,5.81,14.29,12.2,21.11,19.19,12.02,6.94,18.18,9.03,10.21,13.03,7.45,14.14,13.47,22.99,19.68,26.14,10.12,44.26,96.07,23.58,25.91,167.32,35.81,26.89,17.15,33.57,13.8,25.87142857
ENSG00000172992,DCAKD,0.11982097,0.575143964,0.715789067,2710.42,2558.48,2967.65,2631.39,2687.05,2499.47,2488.08,2602.3,2269.4,2233.96,2209.18,2029.19,2394.38,1945.54,2440.11,2382.83,2836.41,2325.34,2627.98,3358.11,1966.97,4027.18,5506.21,2486.99,2708.22,3039.97,3646.77,1436,2625.77619
ENSG00000267551,AC005264.1,0.917312656,0.179962837,0.322774967,1431.85,1894.4,1475.69,1862.06,1527.01,1537.83,1329.6,1492.51,1773.79,1590.07,1878.8,1732.05,1881.56,1378.13,1414.83,1977.49,1657.12,1050.77,1333.35,653.26,1502.66,1175.5,780.37,1719.71,1372.03,1190.51,895.3,2885.8,1545.090714
ENSG00000267554,AC015911.8,0.654747787,3.96E-06,7.44E-05,192.77,334.24,166.68,251.22,258.23,211.56,150.3,183.79,299.98,309.38,374.07,158.38,269.6,131.08,254.29,118.06,188.8,168.17,138.31,115.28,148.72,238.42,74.52,147.06,171.91,477.67,113.51,66.47,199.1835714
ENSG00000102024,PLS3,0.131022744,0.510740476,0.662966316,2941.51,3351.2,3241.38,2468.68,2982.06,2960.26,3794.55,3567.69,3098.11,3143.24,3231.75,2716.19,3002.4,2717.66,3512.72,3044.62,2438.47,3422.9,2442.64,4081.82,1974.22,2981.25,4422.12,3096.54,3452.08,4163.12,5028.1,1670.53,3082.704286
ENSG00000267565,AC011477.2,0.409426826,0.000325827,0.002519729,13.94,18.69,9.49,8.85,22.39,22.44,13.87,28.27,31.1,25.13,21.46,32.49,16.97,17.06,10.82,16.4,4.36,7.59,0,0,3.63,3.11,1.41,22.1,13.04,19.6,6.4,6.27,12.9897619
ENSG00000267571,AC104532.2,1.976972943,6.45E-07,1.76E-05,531.86,608.01,539.33,689,576.43,543.33,404.66,767.46,682.23,572.43,504.39,631.5,647.61,489.3,434.19,823.14,245.44,446.35,268.33,239.1,340.07,383.54,292.46,792.42,682.76,465.43,337.34,737.44,492.74
ENSG00000267575,AC006504.5,0.097084545,0.268000073,0.429093377,4.65,17.59,18.97,19.74,16.79,13.62,38.15,23.23,31.1,29.05,9.97,13.54,8.48,32.32,21.64,26.24,11.62,32.88,8.3,36.29,2.72,13.48,16.87,29.72,20.37,14.7,19.19,23.83,17.07095238
ENSG00000267586,LINC00907,0.806702144,0.030594807,0.08817521,426.19,437.59,472.93,460.92,438.12,431.14,369.97,330.21,457.49,424.02,445.36,500.87,558.06,430.95,405.78,351.55,602.72,438.77,622.42,303.15,998.45,663.42,1230.32,377.92,449.74,613.63,281.38,554.34,550.7038095
ENSG00000102030,NAA10,2.206079545,4.39E-07,1.30E-05,1.16,1.1,0,5.45,2.4,1.6,5.78,3.03,1,2.36,2.3,2.71,3.77,5.39,1.35,1.97,1.45,0,5.53,0,5.44,12.44,5.62,3.05,4.07,2.45,0,1.25,3.247619048
ENSG00000170638,TRABD,0.16159492,0.206666447,0.356492354,2.32,4.4,10.84,5.45,6.4,9.62,1.16,6.06,6.02,0.79,6.13,8.12,5.66,1.8,4.06,6.56,1.45,3.79,0,2.13,0,0,1.41,7.62,2.44,0,4.8,0,3.330952381
ENSG00000267632,AC067852.3,0.271213672,0.007918949,0.031417159,1032.37,1123.66,1146.41,1122.68,1257.58,1170.8,1322.66,1253.18,1019.33,1212.38,1197.34,1075.51,1061.44,1123.15,1105.08,1019.24,836.55,1086.17,705.4,941.47,766.29,1113.3,1158.61,1040.05,1004.58,1027.61,1163.9,455.26,1016.50881
ENSG00000267641,BNIP3P16,0.070676389,0.719464093,0.822938585,4285.11,5287.38,4689.97,5544.65,4900.02,5188.86,4425.82,5135.93,4980.25,5520.11,5316.75,5544.05,5816.26,5016.04,3501.9,5218.87,3726.7,3851.55,2796.72,1639.56,4074.5,2818.51,2203.33,4989.98,3989.82,3500.5,2470.08,4437.19,4278.202619
ENSG00000267648,AC060766.5,1.341966864,1.04E-07,4.27E-06,80.13,50.58,62.33,68.76,97.54,87.35,135.27,43.42,14.05,53.4,48.29,31.81,20.74,171.48,47.34,47.88,171.38,39.2,94.05,132.36,97.94,22.81,84.36,31.24,40.74,71.04,63.95,23.83,67.12761905
ENSG00000267649,AC010327.5,-1.038503793,1.12E-06,2.73E-05,2816.09,2675.02,1874.09,1598.58,2242.54,2271.08,2238.34,1830.8,1959.39,2360.38,2708.2,2348.66,2206.79,2291.2,3261.14,2418.25,3986.67,2431.56,7679.23,11694.68,4210.52,6420.68,9900.2,2015.34,2625.11,2602.71,4294.26,2318.93,3641.284524
ENSG00000267655,AC125437.1,0.594198572,0.000616605,0.004175336,54.58,23.09,18.97,66.04,21.59,72.12,42.78,42.41,44.14,26.7,52.89,93.4,37.71,30.53,18.94,80.67,24.69,149.21,16.6,12.81,33.55,10.37,87.18,124.96,25.26,26.95,4.8,97.82,43.26238095
ENSG00000267666,AC004156.1,0.220891238,0.159518875,0.296408837,202.06,188.01,197.84,191.31,229.45,193.93,227.77,133.3,107.35,201.02,203.9,251.79,226.24,305.25,143.38,152.17,344.2,534.87,340.25,478.21,680.14,345.19,628.52,174.49,223.24,282.93,235.02,160.53,298.5066667
ENSG00000102034,ELF4,0.996273887,2.15E-06,4.60E-05,80.13,125.34,96.21,102.12,99.94,125.81,143.37,164.6,170.56,109.93,118.81,140.11,127.26,96.96,155.55,161.35,100.21,137.83,58.09,68.32,66.2,65.31,52.02,196.58,106.73,104.11,123.1,144.23,108.7261905
ENSG00000267676,THA1P,0.285982873,0.600350582,0.735081218,124.26,153.93,124.67,170.21,157.5,138.64,167.64,168.64,194.63,146.05,143.34,124.54,155.54,142.75,143.38,173.81,123.45,141.62,154.91,74.72,91.59,97.44,89.99,158.48,152.36,101.66,113.51,144.23,131.7342857
ENSG00000267680,ZNF224,0.671441597,0.032581698,0.092500689,2283.07,1950.47,2470.33,1770.83,1840.4,2165.3,2535.48,2237.76,2197.17,1530.4,1392.04,1550.66,1473.39,1763.29,2172.29,2147.37,1693.42,2439.15,2675,5744.87,1340.33,2631.92,6377.97,2373.46,2855.69,2761.94,5422.99,1214.02,2344.191667
ENSG00000173013,CCDC96,0.511438786,0.012051175,0.043520103,1185.66,1002.72,1295.47,1005.58,988.96,995.3,1249.82,1129.99,1236.03,593.63,576.44,764.16,656.1,767.62,1234.93,1286.19,1127.01,1024.21,1706.8,2771.03,688.3,1208.67,2291.91,1113.2,1172.42,1151.32,1301.39,1399.63,1133.651905
ENSG00000267681,AC135721.1,0.055022399,0.676973548,0.79300504,74.32,75.86,92.15,86.46,71.15,86.55,46.25,88.86,86.28,45.54,57.49,75.13,102.75,45.79,71.69,110.19,172.83,49.31,60.86,38.43,63.48,19.7,23.9,86.86,97.77,48.99,75.14,124.16,77.12142857
ENSG00000267682,AC016590.2,0.330700076,0.420437652,0.583971607,1090.44,1268.8,1501.44,1351.44,1482.24,1453.68,1493.77,1155.23,1180.85,943.05,1093.09,999.03,1121.77,1090.83,1280.92,1081.55,917.88,1449.07,871.38,1120.79,810.73,1328.92,1112.21,779.47,1354.11,1779.64,1854.56,418.89,1149.911667
ENSG00000267698,AC002116.2,0.349140817,0.013717793,0.047997366,1924.23,1302.88,1585.46,1509.39,1362.32,1407.2,1411.68,1723.76,1459.76,1229.66,1275.53,1324.59,1183.99,1289.25,1991.04,1629.87,2291.79,1297.34,2401.14,2446.53,1943.39,2232.83,2788.25,1864.48,1655.57,2080.95,1744.25,2651.28,1845.321905
ENSG00000240344,PPIL3,0.871328084,1.42E-05,0.000204621,53.42,49.48,77.24,83.74,75.95,52.89,65.9,86.84,84.27,58.89,52.89,63.62,67.87,83.5,36.52,73.46,26.14,67.02,11.07,21.35,34.46,40.43,19.69,50.29,67.62,40.42,51.16,43.9,49.05166667
ENSG00000267708,RDM1P3,0.362848692,0.40156657,0.566420678,95.22,40.68,75.89,68.08,60.76,58.5,45.09,78.77,55.18,77.74,77.42,59.56,72.59,70.93,64.93,84.61,95.85,89.78,52.56,51.24,91.59,67.38,49.21,73.91,96.95,46.54,73.54,125.42,74.30595238
ENSG00000267710,EDDM13,0.144842431,0.829949296,0.898788418,18.58,10.99,6.78,7.49,3.2,10.42,2.31,6.06,8.03,3.14,5.37,10.15,2.83,3.59,10.82,7.21,5.81,5.06,2.77,4.27,0.91,2.07,2.81,9.91,4.07,0,3.2,51.42,7.620952381
ENSG00000267711,AC060766.6,0.370560968,0.06660745,0.157958841,17624.67,11202.56,16515.85,14451.22,15740.98,9417.69,20486.17,9395.34,5645.42,11829.37,14374.24,14793.16,12252.8,25013.74,15968.9,11143.48,18197.78,14234.04,22816.38,17236.74,22059.23,16835.36,22067,5395.33,10366.03,12745.33,12625.39,4427.16,15069.19762
ENSG00000267731,AC005332.2,0.068743602,0.917709871,0.952902972,37.16,23.09,8.13,32.68,89.54,21.64,45.09,25.25,5.02,21.2,8.43,4.06,9.43,17.96,2.71,4.59,39.21,0,44.26,488.88,15.42,47.68,279.81,60.19,49.7,101.66,28.78,15.05,54.97309524
ENSG00000237149,ZNF503-AS2,0.707672547,8.75E-06,0.000138868,639.86,1088.48,426.85,1070.26,744.32,809.38,519.12,490.77,1130.69,526.88,831.7,506.96,895.53,329.49,1287.68,745.74,640.48,1221.47,965.44,2335.52,554.09,1446.05,726.94,217.92,1066.5,3558.06,1905.72,297.23,957.8161905
ENSG00000173039,RELA,-1.285083292,4.98E-07,1.42E-05,1.16,1.1,1.36,0.68,1.6,0,0,0,0,1.57,2.3,0,0.94,0,0,0.66,0,1.26,0,2.13,0.91,0,2.81,0,0,1.22,3.2,5.02,1.042380952
ENSG00000267734,AL121989.1,0.059878002,0.88932476,0.936146632,113.8,51.68,73.17,59.23,78.35,58.5,79.78,64.63,57.19,65.17,82.02,92.73,83.9,147.24,91.98,67.56,136.52,99.89,77.46,136.63,145.1,106.77,130.77,59.43,81.47,72.26,102.32,105.35,97.96166667
ENSG00000267737,AC087645.2,0.215319646,0.252495485,0.411561727,29.03,31.88,35.23,33.36,39.17,44.88,32.37,44.43,22.07,36.91,30.66,39.93,41.48,25.14,22.99,47.88,26.14,34.14,27.66,91.8,34.46,34.21,47.81,52.57,39.11,33.07,30.38,23.83,33.43238095
